,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number),,,,,
Run_3045,0.001088795,3204.033891,269246.3644,1479830.737,,,,,
Run_3046,0.001118876,3212.894408,289236.9971,1478432.207,,,,,
Run_3047,0.001211638,3252.035777,405816.1811,1681506.157,,,,,
Run_3048,0.001919473,3709.72536,473924148.3,1739134140,,,,,
Run_3049,0.002597031,3919.778953,1187394826,3296996856,,,,,
Run_3050,0.002750613,3988.97171,3950914530,10871717627,,,,,
Run_3051,0.002612567,3915.314399,1391549294,4594257411,,,,,
Run_3052,0.002664305,3954.401719,3815127794,10460833940,,,,,
Run_3053,0.002644779,3951.366872,3606660301,10481230661,,,,,
Run_3054,0.001948758,3720.827679,1553792301,5171988090,,,,,
Run_3055,0.001306304,3279.655465,808082.7776,2733667.881,,,,,
Run_3056,0.002664305,3954.401719,3815127794,10460833940,,,,,
Run_3057,0.107541604,58043.43916,78617.02988,11225.42553,,,,,
Run_3058,0.110760074,59168.19471,72917.01643,12329.16842,,,,,
Run_3059,0.107541604,58043.43916,78551.78357,11190.46322,,,,,
Run_3060,0.107541604,58043.43916,78340.37463,11077.21942,,,,,
Run_3061,0.107541604,58043.43916,78617.02988,11225.42553,,,,,
Run_3062,0.107796549,58141.70111,78534.47068,10667.73211,,,,,
Run_3063,0.107541604,58043.43916,78617.02988,11225.42553,,,,,
Run_3064,0.0006026,3034.070141,5895.913029,200712.386,,,,,
Run_3065,0.00060852,3036.596101,6003.506796,200706.9254,,,,,
Run_3066,0.000731753,3081.396921,26812.0409,613212.3705,,,,,
Run_3067,0.000731753,3081.396932,26812.41565,613217.8854,,,,,
Run_3068,0.000731753,3081.396908,26811.52924,613205.0387,,,,,
Run_3069,0.000720839,3077.759794,25686.02747,613268.3795,,,,,
Run_3070,0.000731753,3081.396908,26811.52924,613205.0387,,,,,
Run_3071,0.110858982,59206.07153,71595.50206,11385.60823,,,,,
Run_3072,0.000731753,3081.396908,26811.52924,613205.0387,,,,,
Run_3073,0.108932338,58625.518,75888.69177,7122.110976,,,,,
Run_3074,0.111477768,59465.64466,57229.75447,8451.179691,,,,,
Run_3075,0.108932338,58625.51803,76487.74299,7349.373593,,,,,
Run_3076,0.108932338,58625.51803,76494.54807,7351.956639,,,,,
Run_3077,0.108932338,58625.518,75888.69177,7122.110976,,,,,
Run_3078,0.109298369,58765.79359,74987.06315,6373.975269,,,,,
Run_3079,0.109553591,58824.45209,75143.50018,6078.103897,,,,,
Run_3080,0.018232954,18676.84839,29984.55678,162238.348,,,,,
Run_3081,0.035345787,27515.47011,43286.32439,141616.5679,,,,,
Run_3082,0.077504008,46003.13037,79743.87342,238907.3049,,,,,
Run_3083,0.077504008,46003.13037,79734.6082,238843.145,,,,,
Run_3084,0.077504008,46003.13038,80005.47584,240720.0961,,,,,
Run_3085,0.072174426,43810.76015,76876.29557,274244.2902,,,,,
Run_3086,0.066224303,41372.61532,81099.07732,315183.7402,,,,,
Run_3087,0.111904926,59588.01106,49210.00666,6411.536826,,,,,
Run_3088,0.077504008,46003.13038,80005.47584,240720.0961,,,,,
Run_3089,130240.1017,3390.814555,82.3440055,1768.337669,,,,,
Run_3090,130088.9411,3530.865519,73.65595134,1638.687584,,,,,
Run_3091,130240.1017,3390.814555,82.04395563,1745.263827,,,,,
Run_3092,130240.1017,3390.814555,81.20540757,1680.794531,,,,,
Run_3093,130240.1017,3390.814555,82.3440055,1768.337669,,,,,
Run_3094,0.000780628,3138.318416,3240079.562,18357265.43,,,,,
Run_3095,130240.1017,3390.814555,82.3440055,1768.337669,,,,,
Run_3096,130240.1017,3390.814555,82.3440055,1768.337669,,,,,
Run_3097,0.000780604,3138.310307,3240007.022,18356949.92,,,,,
Run_3098,0.000796074,3139.661536,11588269.37,54624197.29,,,,,
Run_3099,0.000796104,3139.671245,11588281.45,54624249.45,,,,,
Run_3100,0.000796029,3139.646865,11588150.45,54623575.07,,,,,
Run_3101,130088.9411,3530.865519,71.57462387,1465.784403,,,,,
Run_3102,0.000796029,3139.646865,11588150.45,54623575.07,,,,,
Run_3103,0.000796029,3139.646865,11588150.45,54623575.07,,,,,
Run_3104,0.000796029,3139.646865,11588150.45,54623575.07,,,,,
Run_3105,0.003948064,7123.865666,359743.4831,1727620.601,,,,,
Run_3106,0.002731148,5658.266688,263326.378,1299050.839,,,,,
Run_3107,0.003948067,7123.866854,362432.6563,1735887.841,,,,,
Run_3108,0.003948064,7123.865456,358108.2555,1723009.7,,,,,
Run_3109,0.003948064,7123.865666,359743.4831,1727620.601,,,,,
Run_3110,0.00104448,3190.69291,430655.9451,2424933.909,,,,,
Run_3111,0.003716385,6574.597631,481175.2337,1859330.745,,,,,
Run_3112,0.003948064,7123.865666,359743.4831,1727620.601,,,,,
Run_3113,0.001150501,3233.564455,657122.7839,2853213.256,,,,,
Run_3114,0.001084571,3213.657656,372811.4418,1880656.804,,,,,
Run_3115,0.001084576,3213.659305,375931.8228,1889572.077,,,,,
Run_3116,0.001084575,3213.659225,375930.1379,1889559.553,,,,,
Run_3117,0.002677148,5276.041021,359020.1741,1397665.919,,,,,
Run_3118,0.000995645,3176.068139,249925.5345,1649750.586,,,,,
Run_3119,0.001084575,3213.659225,375930.1379,1889559.553,,,,,
Run_3120,0.001084575,3213.659225,375930.1379,1889559.553,,,,,
Run_3121,0.001274043,3458.69798,9154023.185,99177447.39,,,,,
Run_3122,0.001257056,3458.369642,382122.7676,9967224.575,,,,,
Run_3123,0.001274045,3458.698711,9154023.794,99177450.58,,,,,
Run_3124,0.001274042,3458.697758,9154023.157,99177446.4,,,,,
Run_3125,0.001274043,3458.69798,9154023.185,99177447.39,,,,,
Run_3126,0.001819331,3498.0543,50439037.97,95574186.48,,,,,
Run_3127,0.001829453,3700.653296,38579797.64,270876890.6,,,,,
Run_3128,0.001274043,3458.69798,9154023.185,99177447.39,,,,,
Run_3129,0.00292771,3771.555734,169159842,256907998.5,,,,,
Run_3130,0.002234713,3719.889464,9822387.658,23374298.25,,,,,
Run_3131,0.002234717,3719.890451,9822388.242,23374299.19,,,,,
Run_3132,0.002234716,3719.890264,9822388.153,23374299.02,,,,,
Run_3133,0.001773025,3699.389886,1435368.377,23780426.97,,,,,
Run_3134,0.001466683,3470.775812,2988658.737,9863073.424,,,,,
Run_3135,0.002234716,3719.890264,9822388.153,23374299.02,,,,,
Run_3136,0.002234716,3719.890264,9822388.153,23374299.02,,,,,
Run_3137,0.037517723,28653.76782,59350.73658,547430.4598,,,,,
Run_3138,0.055153559,36613.86677,83307.26019,707787.1114,,,,,
Run_3139,0.037517723,28653.76778,58089.51718,531022.6422,,,,,
Run_3140,0.037517723,28653.76763,48070.80862,397634.9461,,,,,
Run_3141,0.037517723,28653.76782,59350.73658,547430.4598,,,,,
Run_3142,2288.281368,57499.93574,212.5158615,7223.108153,,,,,
Run_3143,0.037517723,28653.76782,59350.73658,547430.4598,,,,,
Run_3144,0.000911778,3159.032004,154049.8253,1185330.997,,,,,
Run_3145,56133.73468,9158.842192,162.3609442,6206.782862,,,,,
Run_3146,50781.16432,13854.99526,237.9126465,17595.37971,,,,,
Run_3147,50781.16432,13854.99526,286.0877972,29809.84413,,,,,
Run_3148,50781.16432,13854.99526,207.5519354,7940.219626,,,,,
Run_3149,0.001049933,3202.878134,43589.32747,793021.0938,,,,,
Run_3150,50781.16432,13854.99526,207.5519354,7940.219626,,,,,
Run_3151,1443.477918,58396.79737,225.2318905,2627.617422,,,,,
Run_3152,50781.16432,13854.99526,207.5519354,7940.219626,,,,,
Run_3153,0.000733788,3108.488221,7414957.02,31425929.41,,,,,
Run_3154,0.000694757,3090.914012,216791.2368,1861167.323,,,,,
Run_3155,0.000733774,3108.483272,7414492.435,31423423.26,,,,,
Run_3156,0.000733843,3108.506616,7415112.96,31426695.71,,,,,
Run_3157,0.000733788,3108.488221,7414957.02,31425929.41,,,,,
Run_3158,0.000700473,3091.438776,6003405.029,31792568,,,,,
Run_3159,0.000733788,3108.488221,7414957.02,31425929.41,,,,,
Run_3160,0.112637857,59800.70723,23630.16178,5388.424995,,,,,
Run_3161,0.112507996,59751.15695,34351.91161,7230.505212,,,,,
Run_3162,0.111212805,59359.32457,65346.17966,7779.114513,,,,,
Run_3163,0.111212805,59359.32456,64739.15518,7329.95917,,,,,
Run_3164,0.111212805,59359.32457,65325.0714,7763.31308,,,,,
Run_3165,0.111631447,59519.52208,52893.96417,5533.163705,,,,,
Run_3166,0.111212805,59359.32457,65325.0714,7763.31308,,,,,
Run_3167,0.000684871,3090.13868,151689.6614,1862484.628,,,,,
Run_3168,0.111212805,59359.32457,65325.0714,7763.31308,,,,,
Run_3169,2.097902778,59820.32081,6417.747376,4928.059106,,,,,
Run_3170,2.789411493,59785.42581,8327.839937,4523.295642,,,,,
Run_3171,2.097902779,59820.32082,6418.796358,4958.416279,,,,,
Run_3172,2.097902778,59820.32081,6417.602631,4923.872682,,,,,
Run_3173,2.097902778,59820.32081,6417.747376,4928.059106,,,,,
Run_3174,0.111875689,59548.31293,56407.9816,12120.84672,,,,,
Run_3175,1.97557925,59832.08989,9054.020864,4233.516933,,,,,
Run_3176,832403.9238,5256.008977,2327.371593,350786.1662,,,,,
Run_3177,0.001290985,3461.87386,153860291.9,1067095054,,,,,
Run_3178,0.00128117,3459.494824,45298021.12,371501622,,,,,
Run_3179,0.001281222,3459.510602,45298031.12,371501683.6,,,,,
Run_3180,0.001281218,3459.509575,45298030.39,371501680,,,,,
Run_3181,466591.7095,4092.746141,882.1191615,113062.5213,,,,,
Run_3182,0.001856264,3704.219501,197400930.7,1084457729,,,,,
Run_3183,0.111714693,59491.55637,60850.94026,10497.28411,,,,,
Run_3184,0.001281218,3459.509575,45298030.39,371501680,,,,,
Run_3185,0.000750456,3087.609608,16948.24346,401028.8369,,,,,
Run_3186,0.000932844,3143.226365,331690.402,2576345.897,,,,,
Run_3187,0.000750456,3087.609597,16947.5382,401020.962,,,,,
Run_3188,0.000750456,3087.609607,16948.18565,401028.1896,,,,,
Run_3189,0.000750456,3087.609608,16948.24346,401028.8369,,,,,
Run_3190,0.000900632,3134.176665,29145.12372,400499.0821,,,,,
Run_3191,0.000805589,3115.937989,27377.49956,433859.4368,,,,,
Run_3192,0.041791479,30564.6974,51389.68639,260837.5271,,,,,
Run_3193,0.07285726,44159.64509,76146.59241,155061.5848,,,,,
Run_3194,0.101613524,55470.51805,102599.0635,207813.0841,,,,,
Run_3195,0.101613524,55470.51804,101960.0959,204324.1547,,,,,
Run_3196,0.101613524,55470.51803,101776.7077,203323.6565,,,,,
Run_3197,0.08212803,47812.35266,98556.65483,518566.4133,,,,,
Run_3198,0.103759263,56327.75729,95205.15832,162910.7953,,,,,
Run_3199,0.002053719,4693.297827,563282.0036,2567000.941,,,,,
Run_3200,0.101613524,55470.51803,101776.7077,203323.6565,,,,,
Run_3201,2684.527831,57035.47868,211.9005298,4603.941048,,,,,
Run_3202,1163.332008,58656.02495,340.4173654,7607.912002,,,,,
Run_3203,2684.527831,57035.47868,211.9005298,4603.941048,,,,,
Run_3204,2684.527831,57035.47868,212.3985675,4643.205627,,,,,
Run_3205,2684.527831,57035.47868,211.9005298,4603.941048,,,,,
Run_3206,0.075800842,45331.58129,75791.10122,179013.623,,,,,
Run_3207,2684.527831,57035.47868,211.9005298,4603.941048,,,,,
Run_3208,103175.0938,3346.829173,203.8758043,13700.61872,,,,,
Run_3209,0.000694609,3090.90264,230221.5721,1961462.003,,,,,
Run_3210,0.000702844,3091.584403,3187305.319,14575018.52,,,,,
Run_3211,0.00070284,3091.583105,3187298.843,14574993.07,,,,,
Run_3212,0.000702844,3091.584403,3187305.319,14575018.52,,,,,
Run_3213,103056.4602,3692.973827,347.3990117,24060.52024,,,,,
Run_3214,0.000702844,3091.584403,3187305.319,14575018.52,,,,,
Run_3215,0.095132795,53004.98335,92143.216,214208.7681,,,,,
Run_3216,0.000702844,3091.584403,3187305.319,14575018.52,,,,,
Run_3217,0.001941901,3723.603045,1123516190,4373485779,,,,,
Run_3218,0.001824957,3699.967995,7198538.729,61890225.15,,,,,
Run_3219,0.001941901,3723.603045,1123516190,4373485779,,,,,
Run_3220,0.001944004,3724.250241,1123516946,4373488525,,,,,
Run_3221,0.001941901,3723.603045,1123516190,4373485779,,,,,
Run_3222,0.001900621,3718.718415,905691239.7,4400683063,,,,,
Run_3223,0.002652337,3961.844242,2777268350,8834487072,,,,,
Run_3224,0.079077284,46606.724,93698.92671,439855.4622,,,,,
Run_3225,0.055104175,36591.75847,84128.28372,723106.4431,,,,,
Run_3226,0.015209463,16853.49975,29832.74119,319084.6882,,,,,
Run_3227,0.015209463,16853.49975,29813.12814,318721.6105,,,,,
Run_3228,0.015209463,16853.49975,29832.74119,319084.6882,,,,,
Run_3229,0.032805293,26400.78388,47251.85319,279880.6257,,,,,
Run_3230,0.018520639,18775.74526,32579.75244,312334.5411,,,,,
Run_3231,0.002295073,3902.463526,10710192.53,111442116.3,,,,,
Run_3232,0.015209463,16853.49975,29832.74119,319084.6882,,,,,
Run_3233,0.112245841,59662.98404,46533.94616,11349.64986,,,,,
Run_3234,0.1112849,59362.11225,66251.80217,12280.64395,,,,,
Run_3235,0.112245841,59662.98404,46571.97037,11469.41206,,,,,
Run_3236,0.112245841,59662.98404,46445.83871,11075.69397,,,,,
Run_3237,0.112245841,59662.98404,46533.94616,11349.64986,,,,,
Run_3238,0.112379987,59714.06188,38834.66966,9268.08941,,,,,
Run_3239,0.112245841,59662.98404,46533.94616,11349.64986,,,,,
Run_3240,0.001043477,3190.304849,601549.3485,3333997.48,,,,,
Run_3241,0.001097865,3206.45327,668491.7526,3323400.311,,,,,
Run_3242,0.000954295,3163.511974,127649.3774,1037923.877,,,,,
Run_3243,0.000954295,3163.512154,127653.4084,1037961.91,,,,,
Run_3244,0.000954295,3163.5121,127652.341,1037951.29,,,,,
Run_3245,0.000880488,3140.297541,107090.7258,1039369.209,,,,,
Run_3246,0.000954295,3163.5121,127652.341,1037951.29,,,,,
Run_3247,0.111571122,59471.31795,59549.20494,9815.769849,,,,,
Run_3248,0.000954295,3163.5121,127652.341,1037951.29,,,,,
Run_3249,0.000944597,3184.486525,8507854.084,20359490.09,,,,,
Run_3250,0.001100126,3247.835846,42063172.31,97732155.27,,,,,
Run_3251,0.000944494,3184.416972,5261024.222,14763763.12,,,,,
Run_3252,0.000944782,3184.558301,8763277.569,20811906.56,,,,,
Run_3253,0.000944597,3184.486525,8507854.084,20359490.09,,,,,
Run_3254,150592.3311,4503.041222,375.7177492,44919.69939,,,,,
Run_3255,0.000944597,3184.486525,8507854.084,20359490.09,,,,,
Run_3256,0.112108823,59677.48624,32677.42776,5431.527923,,,,,
Run_3257,2.408163315,59775.71673,7169.417815,4917.262578,,,,,
Run_3258,1.420338766,59838.15796,4416.439238,5865.526017,,,,,
Run_3259,1.420338761,59838.15774,4357.176436,3638.150351,,,,,
Run_3260,1.420338765,59838.15795,4414.856609,5804.393703,,,,,
Run_3261,0.112518446,59782.29175,21229.42468,6938.813333,,,,,
Run_3262,1.420338765,59838.15795,4414.856609,5804.393703,,,,,
Run_3263,150114.4434,5084.380259,577.2164816,96109.9673,,,,,
Run_3264,1.420338765,59838.15795,4414.856609,5804.393703,,,,,
Run_3265,0.06777598,42018.99072,82148.45461,309086.2479,,,,,
Run_3266,0.061860957,39543.92748,75590.8773,289614.2118,,,,,
Run_3267,0.06777598,42018.99073,82375.52431,310740.0402,,,,,
Run_3268,0.06777598,42018.99072,82082.88462,308609.2376,,,,,
Run_3269,0.06777598,42018.99072,82148.45461,309086.2479,,,,,
Run_3270,4122.047237,55661.22186,201.4707996,6802.87478,,,,,
Run_3271,0.072174164,43840.53132,81394.88685,279698.1857,,,,,
Run_3272,0.06777598,42018.99072,82148.45461,309086.2479,,,,,
Run_3273,3600.232618,56169.16428,222.448994,6505.519333,,,,,
Run_3274,4244.847333,55506.02975,197.9969004,5743.444476,,,,,
Run_3275,4244.847333,55506.02975,198.7323773,5816.414002,,,,,
Run_3276,4244.847333,55506.02975,198.6506301,5808.303978,,,,,
Run_3277,0.06657548,41525.97526,75903.31546,265132.0379,,,,,
Run_3278,4854.122587,54912.2049,179.8038431,6105.04507,,,,,
Run_3279,4244.847333,55506.02975,198.6506301,5808.303978,,,,,
Run_3280,4244.847333,55506.02975,198.6506301,5808.303978,,,,,
Run_3281,0.000796782,3139.734209,11935860.24,55919698.97,,,,,
Run_3282,0.000793885,3139.46259,9394716.232,44931084.58,,,,,
Run_3283,0.000796776,3139.73163,11935859.06,55919693.84,,,,,
Run_3284,0.000796782,3139.734057,11935860.16,55919698.86,,,,,
Run_3285,0.000796782,3139.734209,11935860.24,55919698.97,,,,,
Run_3286,0.000819935,3141.607512,15697629.81,55411014.91,,,,,
Run_3287,0.000692446,3090.7897,3980117.345,26904932.53,,,,,
Run_3288,0.001932837,3733.328601,1529590896,7505534888,,,,,
Run_3289,0.001313704,3468.302077,449983131.2,2356705052,,,,,
Run_3290,0.001309018,3466.006304,338896062.2,1782814589,,,,,
Run_3291,0.001308745,3465.924783,338896022.5,1782814406,,,,,
Run_3292,0.00130871,3465.914527,338896016.6,1782814379,,,,,
Run_3293,0.001294268,3463.940036,252889678.8,1791663814,,,,,
Run_3294,0.001968621,3732.715763,1499735197,5563724157,,,,,
Run_3295,0.000700652,3091.433884,4240050.348,21809405.52,,,,,
Run_3296,0.00130871,3465.914527,338896016.6,1782814379,,,,,
Run_3297,0.00087543,3126.322177,132786.8341,1401026.607,,,,,
Run_3298,0.000862026,3122.312664,105437.2809,1211993.189,,,,,
Run_3299,0.00087543,3126.322177,132786.8341,1401026.607,,,,,
Run_3300,0.000875431,3126.32255,132863.1856,1401491.426,,,,,
Run_3301,0.00087543,3126.322177,132786.8341,1401026.607,,,,,
Run_3302,0.000859612,3121.54908,125846.7011,1401653.337,,,,,
Run_3303,0.001000988,3177.688041,257851.8172,1677294.676,,,,,
Run_3304,0.112107635,59624.03737,49502.48105,8017.928178,,,,,
Run_3305,0.111838731,59541.67794,56256.59786,11230.17201,,,,,
Run_3306,0.111701096,59498.91779,59062.50742,11332.29646,,,,,
Run_3307,0.111701096,59498.91779,58552.10639,10565.5516,,,,,
Run_3308,0.111701096,59498.91779,59062.50742,11332.29646,,,,,
Run_3309,0.111790799,59533.11843,56157.03432,10390.20877,,,,,
Run_3310,0.111919322,59560.70815,55698.70213,9499.944928,,,,,
Run_3311,0.000951528,3162.56709,190864.2784,1432331.597,,,,,
Run_3312,0.111701096,59498.91779,59062.50742,11332.29646,,,,,
Run_3313,0.003649216,3967.605882,31195261.88,46018782.87,,,,,
Run_3314,0.003059902,3929.017904,5016555.382,10716742.83,,,,,
Run_3315,0.003649216,3967.605882,31195261.88,46018782.87,,,,,
Run_3316,0.003648966,3967.524933,31194113.63,46017756.59,,,,,
Run_3317,0.003649216,3967.605882,31195261.88,46018782.87,,,,,
Run_3318,0.002558394,3904.937121,13147280.55,47483740.17,,,,,
Run_3319,0.003649216,3967.605882,31195261.88,46018782.87,,,,,
Run_3320,0.001426715,3401.663249,817819.7386,1379104.369,,,,,
Run_3321,0.000922275,3182.691726,349352.2357,1420805.488,,,,,
Run_3322,0.000899148,3180.888671,80453.37109,555815.352,,,,,
Run_3323,0.000899148,3180.888819,80455.17159,555819.9672,,,,,
Run_3324,0.000899148,3180.888671,80453.37109,555815.352,,,,,
Run_3325,0.001140672,3268.027021,208681.8387,548693.8086,,,,,
Run_3326,0.000899148,3180.888671,80453.37109,555815.352,,,,,
Run_3327,0.002504982,3904.210588,1863619.787,10866822.33,,,,,
Run_3328,0.000899148,3180.888671,80453.37109,555815.352,,,,,
Run_3329,0.000747716,3135.681103,98962.06904,1481763.569,,,,,
Run_3330,0.000791274,3139.15841,4130717.167,20215484.08,,,,,
Run_3331,0.000747716,3135.681274,98968.31762,1481792.017,,,,,
Run_3332,0.000747716,3135.681227,98968.15587,1481790.885,,,,,
Run_3333,0.000747716,3135.681103,98962.06904,1481763.569,,,,,
Run_3334,129189.18,3362.940932,279.6039147,14923.31978,,,,,
Run_3335,0.000747716,3135.681103,98962.06904,1481763.569,,,,,
Run_3336,0.000747716,3135.681103,98962.06904,1481763.569,,,,,
Run_3337,129189.18,3362.940932,285.8261839,16026.60808,,,,,
Run_3338,129169.036,3806.184993,543.4962275,30883.02572,,,,,
Run_3339,129169.036,3806.184992,547.200143,31477.59121,,,,,
Run_3340,129169.036,3806.184992,550.8579869,32063.3717,,,,,
Run_3341,0.000791304,3139.168469,4130849.162,20216032.77,,,,,
Run_3342,129169.036,3806.184992,550.8579869,32063.3717,,,,,
Run_3343,129169.036,3806.184992,550.8579869,32063.3717,,,,,
Run_3344,129169.036,3806.184992,550.8579869,32063.3717,,,,,
Run_3345,0.112342771,59742.7566,24014.14125,6405.204078,,,,,
Run_3346,0.110669648,59274.15712,62929.35495,4391.03314,,,,,
Run_3347,0.112342771,59742.7566,23971.2797,6076.751368,,,,,
Run_3348,0.112342771,59742.7566,23947.6874,5900.892198,,,,,
Run_3349,0.112342771,59742.7566,24014.14125,6405.204078,,,,,
Run_3350,0.112026102,59622.26376,46191.32336,9509.718588,,,,,
Run_3351,0.112342771,59742.7566,24014.14125,6405.204078,,,,,
Run_3352,0.112342771,59742.7566,24014.14125,6405.204078,,,,,
Run_3353,0.112026102,59622.26373,44157.37854,5352.264363,,,,,
Run_3354,0.109195716,58710.1964,75257.59236,7772.037392,,,,,
Run_3355,0.109195716,58710.19643,75643.89225,7939.029737,,,,,
Run_3356,0.109195716,58710.1963,68119.70693,4816.960172,,,,,
Run_3357,0.110669648,59274.15704,58150.27006,2550.050428,,,,,
Run_3358,0.109195716,58710.1963,68119.70693,4816.960172,,,,,
Run_3359,0.109195716,58710.1963,68119.70693,4816.960172,,,,,
Run_3360,0.109195716,58710.1963,68119.70693,4816.960172,,,,,
Run_3361,1227194.178,7937.346631,5354.363298,246507.2837,,,,,
Run_3362,1224095.749,7037.087645,4125.620595,186513.7973,,,,,
Run_3363,1227194.177,7937.346626,5192.183231,221646.2486,,,,,
Run_3364,1227194.177,7937.346629,5866.087972,322141.1416,,,,,
Run_3365,1227194.178,7937.346631,5354.363298,246507.2837,,,,,
Run_3366,0.0026017,3966.466134,4555008250,17007435865,,,,,
Run_3367,468242.2478,4506.311706,1343.352643,41647.55026,,,,,
Run_3368,1227194.178,7937.346631,5354.363298,246507.2837,,,,,
Run_3369,0.001303518,3466.799565,414331278.8,2660554990,,,,,
Run_3370,0.001273981,3458.730441,11430903.85,121206466,,,,,
Run_3371,0.001273734,3458.615589,9916979.146,113103347.9,,,,,
Run_3372,0.001273961,3458.723683,11430857.38,121206198.3,,,,,
Run_3373,467391.3937,4416.443592,1330.464355,47691.26696,,,,,
Run_3374,0.002395707,3905.321288,115437141.1,633611200.2,,,,,
Run_3375,0.001273961,3458.723683,11430857.38,121206198.3,,,,,
Run_3376,0.001273961,3458.723683,11430857.38,121206198.3,,,,,
Run_3377,0.072066219,43758.80158,77649.86104,299888.4153,,,,,
Run_3378,0.088982201,50557.84372,92901.20621,351031.453,,,,,
Run_3379,0.072066219,43758.80158,77628.07809,299708.0775,,,,,
Run_3380,0.072066219,43758.80158,77696.65301,300275.8922,,,,,
Run_3381,0.072066219,43758.80158,77649.86104,299888.4153,,,,,
Run_3382,0.096863042,53730.57401,90182.99016,123917.2139,,,,,
Run_3383,0.059817001,38658.64146,77556.85604,385651.1295,,,,,
Run_3384,0.072066219,43758.80158,77649.86104,299888.4153,,,,,
Run_3385,0.090843542,51330.90897,97681.13493,172247.5281,,,,,
Run_3386,0.100918356,55186.92875,106953.3783,190793.5874,,,,,
Run_3387,0.100918356,55186.92874,106853.6116,190320.7025,,,,,
Run_3388,0.100918356,55186.92874,106931.8705,190691.637,,,,,
Run_3389,0.080333899,47095.5472,101613.7211,479541.57,,,,,
Run_3390,0.104320066,56560.46329,95210.86203,133967.8227,,,,,
Run_3391,0.100918356,55186.92874,106931.8705,190691.637,,,,,
Run_3392,0.100918356,55186.92874,106931.8705,190691.637,,,,,
Run_3393,0.000796323,3139.550307,3452842.777,15964948.53,,,,,
Run_3394,0.000791744,3139.174489,2291447.752,11490522.7,,,,,
Run_3395,0.000796324,3139.550888,3452843.154,15964949.98,,,,,
Run_3396,0.000796298,3139.542036,3452723.682,15964507.47,,,,,
Run_3397,0.000796323,3139.550307,3452842.777,15964948.53,,,,,
Run_3398,0.000816391,3141.134862,4516796.313,15893577.01,,,,,
Run_3399,0.000796323,3139.550307,3452842.777,15964948.53,,,,,
Run_3400,0.062536542,39788.88807,79357.95819,463458.4802,,,,,
Run_3401,0.083227812,48305.535,90752.26916,279305.2489,,,,,
Run_3402,0.079978541,47009.69485,87151.84,268277.9053,,,,,
Run_3403,0.079978541,47009.69489,88445.69482,276904.7441,,,,,
Run_3404,0.079978541,47009.69487,87567.92968,271047.3224,,,,,
Run_3405,0.058073503,37889.41343,73660.35533,433401.7634,,,,,
Run_3406,0.079978541,47009.69487,87567.92968,271047.3224,,,,,
Run_3407,0.000813234,3140.86256,3066626.618,11446160.97,,,,,
Run_3408,0.079978541,47009.69487,87567.92968,271047.3224,,,,,
Run_3409,114.1616684,59742.0339,405.1539378,9465.728538,,,,,
Run_3410,121.9307067,59727.10345,395.1657943,9217.481914,,,,,
Run_3411,114.1616684,59742.0339,405.3546139,9481.486412,,,,,
Run_3412,114.1616684,59742.0339,405.7401119,9511.756188,,,,,
Run_3413,114.1616684,59742.0339,405.1539378,9465.728538,,,,,
Run_3414,0.075927733,45278.7725,91106.21476,643762.6276,,,,,
Run_3415,166.3066305,59699.84291,344.938717,11878.84964,,,,,
Run_3416,101706.612,4802.752686,633.2729685,54678.74068,,,,,
Run_3417,0.000904867,3181.953822,37131100.97,140494652.9,,,,,
Run_3418,0.000900824,3181.517041,30549946.81,115610979.9,,,,,
Run_3419,0.000900812,3181.513045,30549944.82,115610973.1,,,,,
Run_3420,0.000900828,3181.518337,30549947.23,115610982.8,,,,,
Run_3421,148938.6481,6059.920078,1055.164335,125264.9217,,,,,
Run_3422,0.000694103,3090.940399,5208138.138,33965403.52,,,,,
Run_3423,0.061889221,39485.04164,94765.43289,823099.8337,,,,,
Run_3424,0.000900828,3181.518337,30549947.23,115610982.8,,,,,
Run_3425,0.001303447,3278.83721,783734.386,2664245.891,,,,,
Run_3426,0.001289358,3274.788396,658335.4873,2309060.049,,,,,
Run_3427,0.001303451,3278.83879,783753.5298,2664349.174,,,,,
Run_3428,0.001303448,3278.837713,783744.4089,2664293.626,,,,,
Run_3429,0.001303447,3278.83721,783734.386,2664245.891,,,,,
Run_3430,0.001156566,3235.410634,621882.6969,2682792.784,,,,,
Run_3431,0.001154376,3223.106334,516970.6794,2283437.76,,,,,
Run_3432,0.001303447,3278.83721,783734.386,2664245.891,,,,,
Run_3433,0.001048915,3192.03736,409151.1126,2294498.267,,,,,
Run_3434,0.001032924,3187.284218,339958.8226,2004795.991,,,,,
Run_3435,0.001032925,3187.284695,339964.84,2004851.315,,,,,
Run_3436,0.001032924,3187.284723,339965.1434,2004854.302,,,,,
Run_3437,0.001144385,3220.246596,435048.7412,1995836.645,,,,,
Run_3438,0.001134813,3228.898875,514939.9673,2324310.236,,,,,
Run_3439,0.001032924,3187.284723,339965.1434,2004854.302,,,,,
Run_3440,0.001032924,3187.284723,339965.1434,2004854.302,,,,,
Run_3441,0.110766025,59175.17319,72274.69476,11410.04792,,,,,
Run_3442,0.110233252,58996.11446,74927.77063,11297.52363,,,,,
Run_3443,0.110766025,59175.17316,71518.8145,10813.99087,,,,,
Run_3444,0.110766025,59175.17318,72528.59265,11612.85325,,,,,
Run_3445,0.110766025,59175.17319,72274.69476,11410.04792,,,,,
