,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number),,,,,
Run_3176,832403.9334,5255.999485,2327.370856,350786.1368,,,,,
Run_3177,0.001290903,3461.82865,151829910.9,1067409773,,,,,
Run_3178,0.001281139,3459.477421,44503002.9,371574363.5,,,,,
Run_3179,0.00128119,3459.492916,44503012.68,371574424.4,,,,,
Run_3180,0.001281187,3459.492019,44508046.82,371574212,,,,,
Run_3181,466591.7053,4092.750452,882.1221762,113062.5214,,,,,
Run_3182,0.001855904,3704.020329,188434001.2,1085179619,,,,,
Run_3183,0.001281186,3459.491907,44503012.17,371574420.9,,,,,
Run_3184,0.001281186,3459.491907,44503012.17,371574420.9,,,,,
Run_3185,0.001270193,3458.516248,1822766.353,27057336.43,,,,,
Run_3186,0.00131792,3471.759336,618008633,3602605989,,,,,
Run_3187,0.001270185,3458.513687,1822753.071,27057246.55,,,,,
Run_3188,0.001270192,3458.516028,1822766.176,27057334.28,,,,,
Run_3189,0.001270193,3458.516343,1827133.958,27057244.79,,,,,
Run_3190,0.001290857,3458.741372,3462527.565,27036710.77,,,,,
Run_3191,0.001815921,3699.889846,7244680.922,68710651.19,,,,,
Run_3192,0.001270193,3458.516248,1822766.353,27057336.43,,,,,
Run_3193,0.001891747,3700.700131,13875515.63,68598207.82,,,,,
Run_3194,0.002308758,3792.623186,3626685411,11106676482,,,,,
Run_3195,0.00229394,3787.975821,3626676148,11106644102,,,,,
Run_3196,0.002289783,3786.573583,3623218280,11107541542,,,,,
Run_3197,0.001995403,3754.332291,2761394499,11577166922,,,,,
Run_3198,0.001464096,3485.635912,880604469.6,3488408042,,,,,
Run_3199,0.002289901,3786.644089,3626668389,11106614194,,,,,
Run_3200,0.002289901,3786.644089,3626668389,11106614194,,,,,
Run_3201,466706.1394,4063.146996,842.2716976,56615.55624,,,,,
Run_3202,467320.5109,4427.228694,1367.510488,93513.87438,,,,,
Run_3203,466706.1394,4063.146996,842.2716976,56615.55624,,,,,
Run_3204,466706.1394,4063.146996,846.6645097,57508.94895,,,,,
Run_3205,466706.1367,4063.149831,842.2727989,56615.55628,,,,,
Run_3206,0.001289185,3458.789301,7294592.102,54727511.89,,,,,
Run_3207,466706.1394,4063.146996,842.2716976,56615.55624,,,,,
Run_3208,466706.1394,4063.146996,842.2716976,56615.55624,,,,,
Run_3209,0.001289192,3458.791151,7205008.203,54731882.18,,,,,
Run_3210,0.001305986,3463.157496,222691271.4,1023347875,,,,,
Run_3211,0.001305645,3463.044645,222690392.7,1023344029,,,,,
Run_3212,0.001306028,3463.181905,223866601.6,1023148775,,,,,
Run_3213,467320.5098,4427.229898,1377.166,95212.20072,,,,,
Run_3214,0.001305986,3463.157496,222691271.4,1023347875,,,,,
Run_3215,0.001305986,3463.157496,222691271.4,1023347875,,,,,
Run_3216,0.001305986,3463.157496,222691271.4,1023347875,,,,,
Run_3217,0.001941078,3723.130427,1101374530,4377388008,,,,,
Run_3218,0.001824942,3699.960447,6838872.321,61896835.41,,,,,
Run_3219,0.001941078,3723.130427,1101374530,4377388008,,,,,
Run_3220,0.001943142,3723.765656,1101375276,4377390752,,,,,
Run_3221,0.001940824,3722.983775,1094505098,4378609658,,,,,
Run_3222,0.00189977,3718.229096,882715444.8,4404319556,,,,,
Run_3223,0.002649478,3960.202534,2700325598,8847716207,,,,,
Run_3224,0.001941078,3723.130427,1101374530,4377388008,,,,,
Run_3225,0.002558186,3948.502361,2116993625,8925907826,,,,,
Run_3226,0.002295036,3902.442265,9725267.24,111448174.4,,,,,
Run_3227,0.002295017,3902.436548,9725257.224,111448108,,,,,
Run_3228,0.002295036,3902.44706,9947674.955,111446917.7,,,,,
Run_3229,0.002386622,3903.383521,15384221.58,111361354.7,,,,,
Run_3230,0.001779314,3699.499918,4346933.825,61935465.69,,,,,
Run_3231,0.002295036,3902.442265,9725267.24,111448174.4,,,,,
Run_3232,0.002295036,3902.442265,9725267.24,111448174.4,,,,,
Run_3233,0.001983166,3753.534959,2554377851,11948396864,,,,,
Run_3234,0.00184491,3702.318798,116632275.3,706033513.9,,,,,
Run_3235,0.001988741,3755.221529,2554379180,11948403226,,,,,
Run_3236,0.001971009,3749.612373,2554362069,11948308128,,,,,
Run_3237,0.001982124,3752.942654,2526932602,11955110749,,,,,
Run_3238,0.002008928,3759.348467,2820502763,11901855154,,,,,
Run_3239,0.001983166,3753.534959,2554377851,11948396864,,,,,
Run_3240,0.001983166,3753.534959,2554377851,11948396864,,,,,
Run_3241,0.002008016,3758.811561,2794649956,11908412685,,,,,
Run_3242,0.001868296,3702.708941,136141869.1,704912962,,,,,
Run_3243,0.001869315,3703.037782,136144603.3,704923026.1,,,,,
Run_3244,0.001869101,3703.000145,138956122.6,704716678.4,,,,,
Run_3245,0.001844817,3702.264568,114039246.6,706196428.4,,,,,
Run_3246,0.001868997,3702.940157,136144502.3,704922639.2,,,,,
Run_3247,0.001868997,3702.940157,136144502.3,704922639.2,,,,,
Run_3248,0.001868997,3702.940157,136144502.3,704922639.2,,,,,
Run_3249,0.002620416,3915.26161,834586885.1,2100284383,,,,,
Run_3250,0.003076358,4010.642132,6832798347,17282405118,,,,,
Run_3251,0.002611026,3908.056339,379035511,1179058971,,,,,
Run_3252,0.00264248,3924.300439,890355707.4,2209264021,,,,,
Run_3253,0.002620807,3915.575944,858625526.1,2097789947,,,,,
Run_3254,1222047.165,6183.824307,2932.315481,347979.0183,,,,,
Run_3255,0.002620416,3915.26161,834586885.1,2100284383,,,,,
Run_3256,0.002620416,3915.26161,834586885.1,2100284383,,,,,
Run_3257,1222047.213,6183.778677,3392.526621,467318.6665,,,,,
Run_3258,1222697.245,6683.840385,4632.460444,784530.8768,,,,,
Run_3259,1222697.245,6683.840378,3153.078368,392730.2981,,,,,
Run_3260,1222697.217,6683.868349,4572.847556,770801.9516,,,,,
Run_3261,0.003238021,4076.257903,7190619163,18068246488,,,,,
Run_3262,1222697.245,6683.840383,4572.826545,770801.7656,,,,,
Run_3263,1222697.245,6683.840383,4572.826545,770801.7656,,,,,
Run_3264,1222697.245,6683.840383,4572.826545,770801.7656,,,,,
Run_3265,0.002536276,3909.576946,255437178.2,884136493.3,,,,,
Run_3266,0.002509583,3906.628251,121708005.2,471632105.3,,,,,
Run_3267,0.002536798,3909.736981,255437346.1,884136937.5,,,,,
Run_3268,0.00253613,3909.531061,255437093.9,884136277.8,,,,,
Run_3269,0.002536437,3909.668894,259743373,883844007.6,,,,,
Run_3270,1228998.739,7614.410591,5165.957673,87289.35814,,,,,
Run_3271,0.001894049,3702.592725,106660925.3,463081079.4,,,,,
Run_3272,0.002536276,3909.576946,255437178.2,884136493.3,,,,,
Run_3273,836694.8935,5855.870868,3008.081823,43390.26952,,,,,
Run_3274,836322.9898,5949.177722,3121.989603,43503.57907,,,,,
Run_3275,836322.9898,5949.177722,3148.98864,44843.77409,,,,,
Run_3276,836322.9865,5949.180194,3145.938624,44692.16302,,,,,
Run_3277,0.001882311,3701.412319,51998738.39,251246665.6,,,,,
Run_3278,1228359.131,7720.332445,5351.288778,90223.53613,,,,,
Run_3279,836322.9898,5949.177722,3145.934324,44692.11759,,,,,
Run_3280,836322.9898,5949.177722,3145.934324,44692.11759,,,,,
Run_3281,0.001932337,3733.053536,1517306087,7507970516,,,,,
Run_3282,0.001911913,3724.456178,1123810239,5614000546,,,,,
Run_3283,0.001930991,3732.65537,1517305915,7507969505,,,,,
Run_3284,0.001932257,3733.030069,1517306097,7507970313,,,,,
Run_3285,0.001932694,3733.250424,1526099425,7506228519,,,,,
Run_3286,0.001992055,3743.68314,1981279215,7440583592,,,,,
Run_3287,0.001299177,3465.879656,338871828.2,2369237366,,,,,
Run_3288,0.001932337,3733.053536,1517306087,7507970516,,,,,
Run_3289,0.001313689,3468.293581,449599488.7,2356793175,,,,,
Run_3290,0.001309005,3465.999159,338576885.8,1782880354,,,,,
Run_3291,0.001308732,3465.917711,338576846.3,1782880165,,,,,
Run_3292,0.001308666,3465.889783,337777890.1,1783044572,,,,,
Run_3293,0.001294259,3463.935388,252679431.1,1791704364,,,,,
Run_3294,0.001968517,3732.658239,1497135511,5564239259,,,,,
Run_3295,0.001308697,3465.907463,338576840.4,1782880140,,,,,
Run_3296,0.001308697,3465.907463,338576840.4,1782880140,,,,,
Run_3297,0.001289992,3460.435312,118329803.6,781317743.4,,,,,
Run_3298,0.001287325,3459.778455,76865103.54,535552866.9,,,,,
Run_3299,0.001289992,3460.435312,118329803.6,781317743.4,,,,,
Run_3300,0.001291507,3461.004541,118825135,783991335.7,,,,,
Run_3301,0.001290001,3460.442267,118752909.1,781259515.8,,,,,
Run_3302,0.001287758,3460.31827,112292114.1,781813875.7,,,,,
Run_3303,0.001889482,3708.231407,518888218.3,2358363098,,,,,
Run_3304,0.001289992,3460.435312,118329803.6,781317743.4,,,,,
Run_3305,0.001887513,3710.242205,497973024.9,2369636958,,,,,
Run_3306,0.001874246,3706.572802,320065784.8,1596651720,,,,,
Run_3307,0.001870031,3704.977591,318458706.1,1590472323,,,,,
Run_3308,0.001874137,3706.509219,317034349.8,1596962842,,,,,
Run_3309,0.001883298,3707.04506,339227316.1,1595010882,,,,,
Run_3310,0.001285949,3460.050061,73308254.56,537658718,,,,,
Run_3311,0.001874246,3706.572802,320065784.8,1596651720,,,,,
Run_3312,0.001874246,3706.572802,320065784.8,1596651720,,,,,
Run_3313,0.003649215,3967.605508,31178321.7,46019323.36,,,,,
Run_3314,0.003059902,3929.01782,5012744.074,10716806.29,,,,,
Run_3315,0.003649215,3967.605508,31178321.7,46019323.36,,,,,
Run_3316,0.003648965,3967.524604,31177173.78,46018297.01,,,,,
Run_3317,0.003649156,3967.577177,29894971.6,46058715.46,,,,,
Run_3318,0.002558393,3904.936839,13134452.13,47484064.2,,,,,
Run_3319,0.003649215,3967.605508,31178321.7,46019323.36,,,,,
Run_3320,0.003649215,3967.605508,31178321.7,46019323.36,,,,,
Run_3321,0.002558252,3904.88361,12176339.83,47505834.04,,,,,
Run_3322,0.002504968,3904.207359,1694031.439,10868536.56,,,,,
Run_3323,0.00250498,3904.21141,1694122.777,10868761.36,,,,,
Run_3324,0.002504982,3904.210543,1861293.482,10866848.23,,,,,
Run_3325,0.003059844,3928.999805,4734330.37,10720919.69,,,,,
Run_3326,0.002504968,3904.207359,1694031.439,10868536.56,,,,,
Run_3327,0.002504968,3904.207359,1694031.439,10868536.56,,,,,
Run_3328,0.002504968,3904.207359,1694031.439,10868536.56,,,,,
Run_3329,0.001783124,3699.502735,3100916.571,44462826.88,,,,,
Run_3330,0.001874562,3706.9166,375730977.2,1913799967,,,,,
Run_3331,0.001783143,3699.509585,3101442.025,44465426.74,,,,,
Run_3332,0.001783138,3699.507713,3101432.655,44465364.35,,,,,
Run_3333,0.001783118,3699.502575,3092478.664,44462846.09,,,,,
Run_3334,832367.3836,4959.425708,1732.201353,91881.69741,,,,,
Run_3335,0.001783124,3699.502735,3100916.571,44462826.88,,,,,
Run_3336,0.001783124,3699.502735,3100916.571,44462826.88,,,,,
Run_3337,832367.3484,4959.443836,1778.609997,100189.5692,,,,,
Run_3338,834188.3235,5949.674535,3189.605718,180855.8925,,,,,
Run_3339,834188.3235,5949.674535,3215.054082,184968.6123,,,,,
Run_3340,834188.3394,5949.659297,3240.402679,189056.5049,,,,,
Run_3341,0.001877953,3708.038191,375368689.8,1913951853,,,,,
Run_3342,834188.3234,5949.674534,3240.427769,189056.7687,,,,,
Run_3343,834188.3234,5949.674534,3240.427769,189056.7687,,,,,
Run_3344,834188.3234,5949.674534,3240.427769,189056.7687,,,,,
Run_3345,0.002991005,3970.864086,2402048998,5346112605,,,,,
Run_3346,0.002503827,3904.248227,4156655.924,22494902.13,,,,,
Run_3347,0.002969873,3964.06625,2401987362,5345949943,,,,,
Run_3348,0.002959713,3960.286073,2400976477,5343150532,,,,,
Run_3349,0.002991352,3971.056128,2410677520,5344703574,,,,,
Run_3350,0.002613961,3941.771324,1730002776,5557742857,,,,,
Run_3351,0.002991005,3970.864086,2402048998,5346112605,,,,,
Run_3352,0.002991005,3970.864086,2402048998,5346112605,,,,,
Run_3353,0.002549186,3906.313065,271405782.4,1400119033,,,,,
Run_3354,0.002320559,3902.517524,1899843.695,22499118.7,,,,,
Run_3355,0.002320567,3902.52036,1902450.412,22509074.68,,,,,
Run_3356,0.002320522,3902.492123,281324.0425,8050104.613,,,,,
Run_3357,0.002503691,3904.17076,658771.2426,8049751.346,,,,,
Run_3358,0.002320523,3902.492147,284722.5155,8050102.515,,,,,
Run_3359,0.002320523,3902.492147,284722.5155,8050102.515,,,,,
Run_3360,0.002320523,3902.492147,284722.5155,8050102.515,,,,,
Run_3361,1227194.154,7937.369514,5354.397224,246507.6117,,,,,
Run_3362,1224095.7,7037.121171,4125.673741,186514.3219,,,,,
Run_3363,1227194.154,7937.369514,5192.216383,221646.5436,,,,,
Run_3364,1227194.154,7937.369519,5866.12429,322141.5713,,,,,
Run_3365,1227194.175,7937.349341,5354.367322,246507.3227,,,,,
Run_3366,0.002598484,3964.053246,4392374643,17040317986,,,,,
Run_3367,468242.2471,4506.312742,1343.352727,41647.5503,,,,,
Run_3368,1227194.154,7937.369514,5354.397224,246507.6117,,,,,
Run_3369,0.001303503,3466.790252,413881060.8,2660659799,,,,,
Run_3370,0.00127398,3458.729847,11402375.46,121207871.3,,,,,
Run_3371,0.001273734,3458.615302,9891558.501,113104337.3,,,,,
Run_3372,0.001273953,3458.718944,11196225.39,121217619.6,,,,,
Run_3373,467391.3935,4416.443901,1330.4644,47691.26697,,,,,
Run_3374,0.002395672,3905.300731,114416708.7,633650366.6,,,,,
Run_3375,0.00127396,3458.723106,11402329.07,121207603.6,,,,,
Run_3376,0.00127396,3458.723106,11402329.07,121207603.6,,,,,
Run_3377,0.001288183,3459.255011,29801770.64,208673765,,,,,
Run_3378,0.00130995,3466.747619,376108062.1,2024372145,,,,,
Run_3379,0.001288177,3459.253059,29801769.5,208673758.9,,,,,
Run_3380,0.001288196,3459.259208,29801772.8,208673776.6,,,,,
Run_3381,0.00128817,3459.247607,29467490.59,208700252.4,,,,,
Run_3382,0.001301238,3459.787618,48923096.98,208222640.7,,,,,
Run_3383,0.002509532,3910.687542,310939635.2,1137154609,,,,,
Run_3384,0.001288183,3459.255011,29801770.64,208673765,,,,,
Run_3385,0.002625796,3915.144444,466212631.2,1130418755,,,,,
Run_3386,0.003262255,4043.080851,5251903106,12332110525,,,,,
Run_3387,0.003258728,4042.039452,5251902621,12332109410,,,,,
Run_3388,0.003263365,4043.889521,5298137842,12321992018,,,,,
Run_3389,0.002729826,3992.635366,4051352291,12951882199,,,,,
Run_3390,0.001482315,3482.124632,548049235.6,1960004310,,,,,
Run_3391,0.003261491,4042.856303,5251903012,12332110283,,,,,
Run_3392,0.003261491,4042.856303,5251903012,12332110283,,,,,
Run_3393,0.001884323,3706.545003,300333206.8,1384589509,,,,,
Run_3394,0.001871584,3703.897279,178184753,878459658.1,,,,,
Run_3395,0.00188453,3706.607478,300333250.7,1384589672,,,,,
Run_3396,0.001881642,3705.654062,300308616.5,1384489979,,,,,
Run_3397,0.001884261,3706.510145,298738191,1384753229,,,,,
Run_3398,0.001923717,3708.829817,390983488.2,1378200488,,,,,
Run_3399,0.001884323,3706.545003,300333206.8,1384589509,,,,,
Run_3400,0.001884323,3706.545003,300333206.8,1384589509,,,,,
Run_3401,0.001921321,3708.045363,389346757.4,1378381064,,,,,
Run_3402,0.001910361,3704.807455,236201847.6,874957765.9,,,,,
Run_3403,0.001912609,3705.549296,236222275,875020986.4,,,,,
Run_3404,0.001911064,3705.065962,237348835.1,874902283.1,,,,,
Run_3405,0.001870461,3703.525142,177124050.9,878538454.9,,,,,
Run_3406,0.001911026,3705.043408,236219568.9,875012819.8,,,,,
Run_3407,0.001911026,3705.043408,236219568.9,875012819.8,,,,,
Run_3408,0.001911026,3705.043408,236219568.9,875012819.8,,,,,
Run_3409,466131.0403,4901.138779,2280.564471,220922.279,,,,,
Run_3410,466049.4962,4901.385993,2233.441365,210928.2633,,,,,
Run_3411,466131.0403,4901.13878,2285.445002,221655.2626,,,,,
Run_3412,466131.0403,4901.13878,2294.887943,223070.6536,,,,,
Run_3413,466131.0393,4901.139905,2280.564859,220922.2792,,,,,
Run_3414,0.00131147,3471.304568,598461066,4119321836,,,,,
Run_3415,1220603.34,8133.575485,7770.103652,1023288.442,,,,,
Run_3416,466131.0403,4901.138779,2280.564471,220922.279,,,,,
Run_3417,0.002768508,4045.959073,6541925806,27701004579,,,,,
Run_3418,0.002703476,4014.707479,5121914533,21517143046,,,,,
Run_3419,0.002700743,4013.89625,5121914096,21517141417,,,,,
Run_3420,0.002706161,4015.960553,5166278689,21507449437,,,,,
Run_3421,1220372.469,8102.439847,7528.520497,978047.1569,,,,,
Run_3422,0.001306079,3468.707532,470785300.8,3245843303,,,,,
Run_3423,0.002704368,4014.970532,5121914641,21517143546,,,,,
Run_3424,0.002704368,4014.970532,5121914641,21517143546,,,,,
Run_3425,0.002705233,3971.743119,3657221028,10145906901,,,,,
Run_3426,0.002669647,3953.040713,2647062228,7294820424,,,,,
Run_3427,0.002742491,3983.957625,3657442376,10146772525,,,,,
Run_3428,0.002716269,3975.63681,3657410167,10146666759,,,,,
Run_3429,0.002703423,3970.603116,3597658496,10157603667,,,,,
Run_3430,0.002614519,3957.376905,2928613715,10234050628,,,,,
Run_3431,0.001965364,3727.899403,1493311154,5013287061,,,,,
Run_3432,0.002705233,3971.743119,3657221028,10145906901,,,,,
Run_3433,0.001937888,3725.621102,1169787041,5048633195,,,,,
Run_3434,0.00191372,3716.286433,835621532.2,3655492868,,,,,
Run_3435,0.001919816,3718.229885,835630568.5,3655533365,,,,,
Run_3436,0.001920816,3718.68548,850961208.4,3653066029,,,,,
Run_3437,0.001961639,3723.739234,1067151088,3633933148,,,,,
Run_3438,0.002600704,3948.173099,2034449028,7365157759,,,,,
Run_3439,0.001920199,3718.343651,835630624,3655533610,,,,,
Run_3440,0.001920199,3718.343651,835630624,3655533610,,,,,
Run_3441,0.001266485,3458.540557,5249064.418,74616347.24,,,,,
Run_3442,0.001261104,3458.431705,1910547.017,35831345.19,,,,,
Run_3443,0.001266434,3458.520568,5221274.725,74461095.14,,,,,
Run_3444,0.001266505,3458.547194,5249096.032,74616570.98,,,,,
Run_3445,0.001266487,3458.54165,5303512.828,74614662.61,,,,,
Run_3446,462097.5193,4526.822798,1544.326518,178533.1143,,,,,
Run_3447,0.001266485,3458.540557,5249064.418,74616347.24,,,,,
Run_3448,0.001266485,3458.540557,5249064.418,74616347.24,,,,,
Run_3449,462097.5226,4526.81941,1536.413931,176817.4071,,,,,
Run_3450,462098.5449,4512.894182,1447.403265,137663.0273,,,,,
Run_3451,462098.5449,4512.894182,1353.415537,117584.3785,,,,,
Run_3452,462098.5407,4512.898422,1416.225558,131058.3177,,,,,
Run_3453,0.001261103,3458.431588,1931510.281,35830906.64,,,,,
Run_3454,462098.5449,4512.894182,1416.218593,131058.3174,,,,,
Run_3455,462098.5449,4512.894182,1416.218593,131058.3174,,,,,
Run_3456,462098.5449,4512.894182,1416.218593,131058.3174,,,,,
Run_3457,0.001290539,3458.771763,5166272.161,39115233.28,,,,,
Run_3458,0.001301876,3460.781303,97713788.75,447127844.9,,,,,
Run_3459,0.001290539,3458.771763,5166272.161,39115233.28,,,,,
Run_3460,0.001290541,3458.77237,5166272.692,39115235.96,,,,,
Run_3461,0.001290541,3458.772415,5196243.057,39114015.66,,,,,
Run_3462,469781.1213,3528.063268,94.05778241,2094.059844,,,,,
Run_3463,0.002528117,3905.378836,49374142.77,185166368.9,,,,,
Run_3464,0.001290539,3458.771763,5166272.161,39115233.28,,,,,
Run_3465,1233845.103,4326.15582,580.08092,19210.91718,,,,,
Run_3466,1234121.62,4423.683279,668.1050418,22181.96899,,,,,
Run_3467,1234121.62,4423.683279,667.1286926,22072.0934,,,,,
Run_3468,1234121.613,4423.688607,668.1138286,22182.07639,,,,,
Run_3469,0.002634739,3926.239974,998751290.5,2570645784,,,,,
Run_3470,469811.146,3543.338381,92.40103784,2063.539144,,,,,
Run_3471,1234121.62,4423.683279,668.1050418,22181.96899,,,,,
Run_3472,1234121.62,4423.683279,668.1050418,22181.96899,,,,,
Run_3473,0.002552717,3944.49126,1949433009,7670576199,,,,,
Run_3474,0.002775554,4047.561544,6817700409,26856666333,,,,,
Run_3475,0.002552717,3944.49126,1949433009,7670576199,,,,,
Run_3476,0.002555269,3945.268547,1949433721,7670578581,,,,,
Run_3477,0.002549094,3942.429575,1853843582,7684297938,,,,,
Run_3478,0.002668189,3958.729373,2577333047,7593079952,,,,,
Run_3479,0.001291589,3462.263374,177851498.4,1233747538,,,,,
Run_3480,0.002552717,3944.49126,1949433009,7670576199,,,,,
Run_3481,0.001304567,3463.657735,234693792.5,1229215333,,,,,
Run_3482,0.00132782,3475.158567,772124049.8,3991725654,,,,,
Run_3483,0.001326914,3474.884401,772123835.7,3991724543,,,,,
Run_3484,0.001328084,3475.305509,778781775.3,3989858765,,,,,
Run_3485,0.001312862,3471.368239,601495963,4012048252,,,,,
Run_3486,0.00291585,4082.51601,8276002111,26602934115,,,,,
Run_3487,0.00132782,3475.158567,772124049.8,3991725654,,,,,
Run_3488,0.00132782,3475.158567,772124049.8,3991725654,,,,,
Run_3489,0.002792623,4034.794848,6327715710,21952993402,,,,,
Run_3490,0.002649992,3963.878091,2906992832,9871191317,,,,,
Run_3491,0.002816458,4042.04565,6327722567,21953018566,,,,,
Run_3492,0.002649985,3973.105894,5877735853,20180694617,,,,,
Run_3493,0.002793983,4035.5779,6364518907,21944192558,,,,,
Run_3494,0.002746015,4023.834535,5818581930,22044026948,,,,,
Run_3495,0.001315623,3470.544572,581247681.4,3322878491,,,,,
Run_3496,0.002792623,4034.794848,6327715710,21952993402,,,,,
Run_3497,0.001308913,3468.913946,533704235.5,3328384209,,,,,
Run_3498,0.001292313,3461.171975,223491845.9,1451916011,,,,,
Run_3499,0.001298747,3463.893242,246009231.3,1568513755,,,,,
Run_3500,0.001296903,3463.303016,245437089.4,1568605807,,,,,
Run_3501,0.001301373,3463.839421,270917989.5,1566125877,,,,,
Run_3502,0.002599116,3955.055867,2654721381,9904770645,,,,,
Run_3503,0.001296922,3463.314439,246006924.8,1568499292,,,,,
Run_3504,0.001296922,3463.314439,246006924.8,1568499292,,,,,
Run_3505,832411.8543,5092.911944,2028.877994,245602.3623,,,,,
Run_3506,832163.3923,4900.832011,1736.564374,163234.8118,,,,,
Run_3507,832411.8543,5092.911944,1961.346856,227678.4024,,,,,
Run_3508,832411.8543,5092.911944,2033.658086,246857.3745,,,,,
Run_3509,832411.8584,5092.908383,2028.875793,245602.3441,,,,,
Run_3510,0.002420485,3740.069598,417361817.8,883689323.2,,,,,
Run_3511,832411.8543,5092.911944,2028.877994,245602.3623,,,,,
Run_3512,832411.8543,5092.911944,2028.877994,245602.3623,,,,,
Run_3513,0.002418283,3739.380881,418532517.9,883550419.1,,,,,
Run_3514,0.002089214,3711.418633,72130707.42,181473991.6,,,,,
Run_3515,0.002088644,3711.233387,72128061.11,181469494,,,,,
Run_3516,0.002088776,3711.276227,71801728.34,181493265.7,,,,,
Run_3517,832163.3979,4900.826848,1701.158234,154784.3483,,,,,
Run_3518,0.002088787,3711.282833,72130099.76,181472927.7,,,,,
Run_3519,0.002088787,3711.282833,72130099.76,181472927.7,,,,,
Run_3520,0.002088787,3711.282833,72130099.76,181472927.7,,,,,
Run_3521,0.002315553,3725.129501,5563960.775,32418875.49,,,,,
Run_3522,0.002850238,3762.967456,50742130.84,193489422.4,,,,,
Run_3523,0.002320012,3727.994425,159507760,344789035.2,,,,,
Run_3524,0.002316657,3726.181486,113968397,273337714.3,,,,,
Run_3525,0.002315553,3725.12935,5538870.814,32419263.87,,,,,
Run_3526,0.001905614,3700.59121,2399774.84,32562095.4,,,,,
Run_3527,0.003198198,3937.466958,11673109.71,55070211.65,,,,,
Run_3528,0.002315553,3725.129501,5563960.775,32418875.49,,,,,
Run_3529,0.002569802,3909.356914,224903357.8,675245899.1,,,,,
Run_3530,0.002622095,3918.7753,1468817252,4015625405,,,,,
Run_3531,0.002666481,3942.77878,2062386074,5298859955,,,,,
Run_3532,0.00268464,3948.903674,2073007605,5297674408,,,,,
Run_3533,0.004120777,4054.143879,2952673502,4929972834,,,,,
Run_3534,0.001957199,3718.661168,850423526.1,2658179291,,,,,
Run_3535,0.002684235,3948.675215,2062525238,5299299736,,,,,
Run_3536,0.002684235,3948.675215,2062525238,5299299736,,,,,
Run_3537,0.002664254,3981.171532,3613931952,13471982466,,,,,
Run_3538,0.002312917,3902.539416,6374241.097,70115686.55,,,,,
Run_3539,0.002563225,3935.863168,3050220726,11541626811,,,,,
Run_3540,0.002667617,3982.176043,3613932551,13471984549,,,,,
Run_3541,0.002669773,3984.26375,3754722143,13444916329,,,,,
Run_3542,0.002625597,3974.633919,3323967454,13518236292,,,,,
Run_3543,0.001946244,3731.721395,1477823943,6595123733,,,,,
Run_3544,0.002664254,3981.171532,3613931952,13471982466,,,,,
Run_3545,0.001902845,3719.155696,1380943913,6482968435,,,,,
Run_3546,0.001772798,3699.409099,2572156.985,39552116.48,,,,,
Run_3547,0.001772733,3699.378267,1988838.408,35366233.91,,,,,
Run_3548,0.001772745,3699.387117,2318360.266,38960152.3,,,,,
Run_3549,0.001788421,3699.535972,2927842.332,38953806.88,,,,,
Run_3550,0.002282327,3902.211322,5630567.013,68977356.04,,,,,
Run_3551,0.001772749,3699.389093,2469941.048,38959482.73,,,,,
Run_3552,0.001772749,3699.389093,2469941.048,38959482.73,,,,,
Run_3553,0.00128134,3460.1121,81770736.29,667259995.9,,,,,
Run_3554,0.001271727,3458.827771,18319799.22,197594383,,,,,
Run_3555,0.00128134,3460.1121,81770736.29,667259995.9,,,,,
Run_3556,0.001281645,3460.210439,81771157.62,667262632.6,,,,,
Run_3557,0.001281334,3460.108781,81607069.31,667279375.1,,,,,
Run_3558,0.001292924,3460.714483,107022749.1,665228694.9,,,,,
Run_3559,0.002458105,3920.199997,866551353.6,3981119730,,,,,
Run_3560,0.00128134,3460.1121,81770736.29,667259995.9,,,,,
Run_3561,0.002559635,3928.058857,1148660507,3953390352,,,,,
Run_3562,0.002479784,3909.232601,264093920.1,1071098826,,,,,
Run_3563,0.002478756,3908.899556,264092212.3,1071093861,,,,,
Run_3564,0.002479878,3909.285847,266582498.1,1070938198,,,,,
Run_3565,0.002380841,3906.639459,181981918.8,1075450123,,,,,
Run_3566,0.001284665,3459.115749,25534815.04,197252520.9,,,,,
Run_3567,0.002479784,3909.232601,264093920.1,1071098826,,,,,
Run_3568,0.002479784,3909.232601,264093920.1,1071098826,,,,,
Run_3569,0.001812528,3699.743887,1201427.067,15425818.46,,,,,
Run_3570,0.002006011,3748.726297,2217855811,8154784416,,,,,
Run_3571,0.001812528,3699.743887,1201427.067,15425818.46,,,,,
Run_3572,0.001812525,3699.742994,1201426.019,15425810.57,,,,,
Run_3573,0.001812527,3699.743517,1184713.04,15425933.91,,,,,
Run_3574,832095.9616,4813.000257,1569.860479,76497.66939,,,,,
Run_3575,0.00126919,3458.479749,328138.7371,6646834.523,,,,,
Run_3576,0.001812528,3699.743887,1201427.067,15425818.46,,,,,
Run_3577,466542.2411,3942.918662,671.2019742,31856.02058,,,,,
Run_3578,467093.3573,4390.712818,1394.672728,147854.1182,,,,,
Run_3579,467093.3573,4390.712818,1417.254969,152298.8057,,,,,
Run_3580,467093.3579,4390.712086,1394.672522,147854.1182,,,,,
Run_3581,0.001316193,3469.237246,506745417.3,2574568696,,,,,
Run_3582,833099.9912,5615.964604,2996.780477,384056.8861,,,,,
