,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number),,,,,,
Run_1909,5.053934454,59743.71206,1019.527295,3348.965378,,,,,,
Run_1910,0.11156989,59515.6803,41002.81062,6036.355016,,,,,,
Run_1911,5.053934454,59743.71206,1019.527295,3348.965378,,,,,,
Run_1912,832521.5289,5064.033744,1712.040905,150545.5824,,,,,,
Run_1913,0.001872635,3700.780586,26065997.16,138817145.1,,,,,,
Run_1914,0.001973891,3730.510787,1397096263,4777439363,,,,,,
Run_1915,0.001975241,3730.91189,1397096470,4777440121,,,,,,
Run_1916,0.001974956,3730.827606,1397096437,4777439908,,,,,,
Run_1917,832713.3553,5324.728941,2384.38563,408038.4375,,,,,,
Run_1918,0.001974956,3730.827606,1397096437,4777439908,,,,,,
Run_1919,0.1124683,59762.26621,23447.46306,6645.478768,,,,,,
Run_1920,0.001974956,3730.827606,1397096437,4777439908,,,,,,
Run_1921,0.000769752,3137.365006,201105.8549,1906125.193,,,,,,
Run_1922,0.000818796,3141.487302,19089563.84,70616013.13,,,,,,
Run_1923,0.000769752,3137.365037,201105.9758,1906125.745,,,,,,
Run_1924,0.000769746,3137.362019,94520.4361,1389767.352,,,,,,
Run_1925,0.000769752,3137.365006,201105.8549,1906125.193,,,,,,
Run_1926,0.000820965,3141.324771,458895.9372,1902775.854,,,,,,
Run_1927,0.000680482,3089.779686,75457.56552,1214639.472,,,,,,
Run_1928,0.000829832,3123.391435,28739.24325,425851.3991,,,,,,
Run_1929,0.000945745,3146.974367,29158.27671,363211.9415,,,,,,
Run_1930,0.004939387,8410.03493,212612.5166,1618131.486,,,,,,
Run_1931,0.004939394,8410.038364,296973.0501,1920206.176,,,,,,
Run_1932,0.004939387,8410.035181,228079.1922,1674669.012,,,,,,
Run_1933,0.000937808,3144.426718,251942.0832,2165251.724,,,,,,
Run_1934,0.004040647,7206.86239,361414.2536,1863158.861,,,,,,
Run_1935,0.001008497,3248.361931,6851865.351,22840113.39,,,,,,
Run_1936,0.004939387,8410.035181,228079.1922,1674669.012,,,,,,
Run_1937,1185.581082,58774.06718,275.5579618,9597.388998,,,,,,
Run_1938,1686.044775,58237.21752,218.5929813,7603.433788,,,,,,
Run_1939,1185.581083,58774.06717,258.4517922,7630.529299,,,,,,
Run_1940,1185.581083,58774.06717,275.3329093,9571.579588,,,,,,
Run_1941,1185.581082,58774.06718,275.5579618,9597.388998,,,,,,
Run_1942,0.060934852,38943.81678,114812.8829,627714.8099,,,,,,
Run_1943,1185.581082,58774.06718,275.5579618,9597.388998,,,,,,
Run_1944,1224516.517,6595.616137,4182.955484,551060.4879,,,,,,
Run_1945,0.002514502,3912.913064,1044981402,4356621087,,,,,,
Run_1946,0.002468247,3911.949946,392616362.7,1670368803,,,,,,
Run_1947,0.002457156,3906.963155,325522704.6,1483640247,,,,,,
Run_1948,0.002455288,3905.441629,218700641.1,1146175401,,,,,,
Run_1949,1223772.124,6062.655326,2625.100217,244038.5301,,,,,,
Run_1950,0.002455288,3905.441629,218700641.1,1146175401,,,,,,
Run_1951,0.047598846,33174.85675,76477.50054,436484.6903,,,,,,
Run_1952,0.002455288,3905.441629,218700641.1,1146175401,,,,,,
Run_1953,0.001763856,3906.901236,353451.6936,1757662.765,,,,,,
Run_1954,0.001164647,3236.33126,31998.05261,354495.1745,,,,,,
Run_1955,0.001763858,3906.902515,464762.1571,2025686.671,,,,,,
Run_1956,0.001763885,3906.916325,866694.9651,2887846.274,,,,,,
Run_1957,0.001763856,3906.901236,353451.6936,1757662.765,,,,,,
Run_1958,0.001288282,3272.246294,392045.9507,2067610.157,,,,,,
Run_1959,0.001620842,3981.946095,239660.5523,1591468.413,,,,,,
Run_1960,0.112608586,59810.61873,13235.84072,2850.245978,,,,,,
Run_1961,0.112533228,59773.91255,24063.64121,7113.51885,,,,,,
Run_1962,0.111245594,59406.94933,47398.88162,6536.617432,,,,,,
Run_1963,0.111245594,59406.94928,43623.27141,3736.309047,,,,,,
Run_1964,0.111245594,59406.94934,47430.52062,6563.452493,,,,,,
Run_1965,0.111675273,59571.21916,32397.77752,4621.434004,,,,,,
Run_1966,0.111177437,59393.29126,44945.86149,6783.059673,,,,,,
Run_1967,0.00089877,3145.56444,39397.66612,475333.4083,,,,,,
Run_1968,0.111245594,59406.94934,47430.52062,6563.452493,,,,,,
Run_1969,0.111641113,59473.01115,56858.68402,10032.83464,,,,,,
Run_1970,0.1121549,59633.43584,46811.24385,9607.091644,,,,,,
Run_1971,0.111641113,59473.01114,56863.99112,10039.2297,,,,,,
Run_1972,0.111641113,59473.01114,56787.54305,9947.308569,,,,,,
Run_1973,0.111641113,59473.01115,56858.68402,10032.83464,,,,,,
Run_1974,25.40381135,59797.23176,461.099443,3561.891527,,,,,,
Run_1975,0.111470591,59438.5919,48389.88727,11317.74934,,,,,,
Run_1976,0.00068454,3090.105896,567543.436,5465249.679,,,,,,
Run_1977,152581.7168,3881.509285,769.6212822,17979.26787,,,,,,
Run_1978,152613.177,4002.668131,722.1965309,17358.24925,,,,,,
Run_1979,152613.177,4002.668131,727.5470456,17788.41233,,,,,,
Run_1980,152613.177,4002.668131,722.9092087,17415.5449,,,,,,
Run_1981,0.000893974,3180.534862,13567769.64,50847888.28,,,,,,
Run_1982,103616.1789,3551.785207,304.701202,4730.879288,,,,,,
Run_1983,16.66613467,59817.63089,434.5772721,5025.140834,,,,,,
Run_1984,152613.177,4002.668131,722.9092087,17415.5449,,,,,,
Run_1985,0.000759388,3136.571659,534950.4817,4886821.663,,,,,,
Run_1986,0.00072747,3134.035613,23964.94618,653711.0003,,,,,,
Run_1987,0.000759391,3136.572635,534957.018,4886849.67,,,,,,
Run_1988,0.000759387,3136.571155,534897.3491,4886628.004,,,,,,
Run_1989,0.000759388,3136.571659,534950.4817,4886821.663,,,,,,
Run_1990,128476.273,4038.59189,276.1264098,26988.74825,,,,,,
Run_1991,0.000759388,3136.571659,534950.4817,4886821.663,,,,,,
Run_1992,0.001806298,3700.191692,30550630.68,261820496.2,,,,,,
Run_1993,832608.7568,5008.266375,1766.281055,179937.7612,,,,,,
Run_1994,832584.621,4845.09346,1510.442824,63801.09441,,,,,,
Run_1995,832584.621,4845.09346,1553.707783,70207.40104,,,,,,
Run_1996,832584.621,4845.09346,1550.030908,69663.85437,,,,,,
Run_1997,0.001743024,3699.099091,470978.6883,12182448.88,,,,,,
Run_1998,832584.621,4845.09346,1550.030908,69663.85437,,,,,,
Run_1999,128979.5985,3551.23399,246.051932,11040.88606,,,,,,
Run_2000,832584.621,4845.09346,1550.030908,69663.85437,,,,,,
Run_2001,0.112562098,59780.30271,24344.318,5881.511951,,,,,,
Run_2002,0.112364102,59726.6991,29987.15779,5897.958716,,,,,,
Run_2003,0.112562098,59780.3027,24351.28518,5917.398289,,,,,,
Run_2004,0.112562098,59780.3027,24307.9546,5696.766358,,,,,,
Run_2005,0.112562098,59780.30271,24344.318,5881.511951,,,,,,
Run_2006,0.112427683,59729.02243,34415.51355,7371.589212,,,,,,
Run_2007,0.112562098,59780.30271,24344.318,5881.511951,,,,,,
Run_2008,0.092544617,51920.88691,93626.78653,293192.0414,,,,,,
Run_2009,0.082506735,47937.53622,90061.49333,422112.9266,,,,,,
Run_2010,0.074118846,44547.39436,81996.12088,386834.1215,,,,,,
Run_2011,0.074118846,44547.39439,82836.89319,394848.6397,,,,,,
Run_2012,0.074118846,44547.39437,82374.14233,390432.6078,,,,,,
Run_2013,0.086296928,49469.08246,88142.37374,274990.2112,,,,,,
Run_2014,0.074118846,44547.39437,82374.14233,390432.6078,,,,,,
Run_2015,0.112183024,59657.57785,41230.37989,7476.154786,,,,,,
Run_2016,0.074118846,44547.39437,82374.14233,390432.6078,,,,,,
Run_2017,0.0040224,4028.37202,2025172858,2996452667,,,,,,
Run_2018,0.004955278,4196.370483,7542362780,11612722816,,,,,,
Run_2019,0.004025683,4029.363112,2025173650,2996453749,,,,,,
Run_2020,0.004018031,4027.006719,2025170272,2996449007,,,,,,
Run_2021,0.0040224,4028.37202,2025172858,2996452667,,,,,,
Run_2022,0.002477265,3919.225732,756892488.4,3248964280,,,,,,
Run_2023,0.001761596,3496.878918,232396118.8,523120700.9,,,,,,
Run_2024,0.005339662,8252.954715,296309.2095,1121631.278,,,,,,
Run_2025,0.000819206,3109.067076,92411.97172,1224217.771,,,,,,
Run_2026,0.000868636,3124.055845,203799.05,2028955.13,,,,,,
Run_2027,0.000868636,3124.055988,203800.798,2028975.942,,,,,,
Run_2028,0.000868637,3124.055944,203800.2795,2028969.703,,,,,,
Run_2029,0.013500065,14916.29881,280085.5671,1497883.259,,,,,,
Run_2030,0.001092275,3214.424317,622049.6557,2986884.731,,,,,,
Run_2031,0.001297333,3464.721242,293602238.5,2002258089,,,,,,
Run_2032,0.000868637,3124.055944,203800.2795,2028969.703,,,,,,
Run_2033,0.010420874,13615.03666,23298.5885,165215.4681,,,,,,
Run_2034,0.044585882,31878.35311,67510.04586,401870.7758,,,,,,
Run_2035,0.010420874,13615.03664,22991.34464,161512.1128,,,,,,
Run_2036,0.010420874,13615.03666,23319.23824,165511.988,,,,,,
Run_2037,0.010420874,13615.03666,23298.5885,165215.4681,,,,,,
Run_2038,0.036411616,28097.17713,47789.02313,136699.1416,,,,,,
Run_2039,0.008870701,12497.2484,22764.9708,166812.1585,,,,,,
Run_2040,0.108697261,58515.89499,62367.21809,7628.653007,,,,,,
Run_2041,0.110407158,59182.1501,45753.84357,4182.318629,,,,,,
Run_2042,0.111888292,59622.30678,30384.35986,5892.01322,,,,,,
Run_2043,0.111888292,59622.30677,29885.78668,4944.352292,,,,,,
Run_2044,0.111888292,59622.30678,30314.14832,5752.765053,,,,,,
Run_2045,0.111322247,59406.18963,47930.63981,9504.581854,,,,,,
Run_2046,0.111952954,59635.05024,31194.63661,5463.14249,,,,,,
Run_2047,0.073879828,44360.21828,101499.9447,251994.8547,,,,,,
Run_2048,0.111888292,59622.30678,30314.14832,5752.765053,,,,,,
Run_2049,63070.18695,3912.628968,171.312812,6453.315343,,,,,,
Run_2050,52140.21704,12587.91367,185.1383907,23711.32085,,,,,,
Run_2051,63070.18695,3912.628968,171.8700503,6523.824368,,,,,,
Run_2052,63070.18695,3912.628968,171.0292857,6417.427764,,,,,,
Run_2053,63070.18695,3912.628968,171.312812,6453.315343,,,,,,
Run_2054,0.001206396,3248.755758,24520.68614,188854.4463,,,,,,
Run_2055,63070.18695,3912.628968,171.312812,6453.315343,,,,,,
Run_2056,151953.4559,3434.657984,312.1496647,11709.97249,,,,,,
Run_2057,0.000923166,3182.501984,103037.2059,556158.377,,,,,,
Run_2058,0.001168868,3277.422678,8232791.974,14649032.74,,,,,,
Run_2059,0.00116889,3277.429592,8232802.313,14649048.19,,,,,,
Run_2060,0.001168886,3277.428356,8232801.295,14649046.63,,,,,,
Run_2061,151407.6687,3960.762154,404.0054509,49722.58059,,,,,,
Run_2062,0.001168886,3277.428356,8232801.295,14649046.63,,,,,,
Run_2063,0.002442412,4916.158458,243414.0136,945459.4784,,,,,,
Run_2064,0.001168886,3277.428356,8232801.295,14649046.63,,,,,,
Run_2065,0.112086361,59641.59588,37926.66771,8074.8913,,,,,,
Run_2066,0.11247393,59751.04351,28468.02137,7953.159466,,,,,,
Run_2067,0.112086361,59641.59588,37935.99069,8095.551364,,,,,,
Run_2068,0.112086361,59641.59589,37889.42948,7992.692288,,,,,,
Run_2069,0.112086361,59641.59588,37926.66771,8074.8913,,,,,,
Run_2070,0.111939636,59585.60921,43965.11929,9565.300216,,,,,,
Run_2071,0.112181313,59660.42548,40221.26348,7251.146113,,,,,,
Run_2072,0.069099345,42461.37724,95767.29297,433167.1654,,,,,,
Run_2073,0.066686076,41464.81969,77869.57494,441385.1253,,,,,,
Run_2074,0.081176851,47395.79114,91620.67402,506974.5031,,,,,,
Run_2075,0.081176851,47395.79115,92008.74273,511138.7505,,,,,,
Run_2076,0.081176851,47395.79114,91757.0915,508437.7704,,,,,,
Run_2077,0.087653132,49984.26577,93801.83131,411081.9441,,,,,,
Run_2078,0.075686415,45124.83204,112119.4214,609961.0766,,,,,,
Run_2079,0.112454462,59730.56023,35969.71182,8121.996005,,,,,,
Run_2080,0.081176851,47395.79114,91757.0915,508437.7704,,,,,,
Run_2081,0.000693106,3090.818691,3315274.839,21909070.26,,,,,,
Run_2082,0.000690988,3090.633633,2126911.256,15054066.48,,,,,,
Run_2083,0.000693107,3090.819292,3315275.229,21909072.65,,,,,,
Run_2084,0.000693103,3090.817876,3315274.116,21909066.26,,,,,,
Run_2085,0.000693106,3090.818691,3315274.839,21909070.26,,,,,,
Run_2086,0.00070153,3091.483793,4365481.018,21815598.21,,,,,,
Run_2087,0.000900293,3181.135082,19618864.86,71705011.67,,,,,,
Run_2088,0.001296725,3464.171558,266107172.4,1791068167,,,,,,
Run_2089,0.002740451,3988.149202,3922989354,11348825054,,,,,,
Run_2090,0.002663391,3952.18073,2274854039,6542521586,,,,,,
Run_2091,0.002667458,3953.418206,2274855164,6542524538,,,,,,
Run_2092,0.00266573,3952.897155,2274854779,6542523602,,,,,,
Run_2093,0.002548527,3939.579986,1696241544,6607554308,,,,,,
Run_2094,0.001303009,3462.958442,203418287.4,1063789671,,,,,,
Run_2095,0.000932803,3183.552899,16814331.56,46807018.81,,,,,,
Run_2096,0.00266573,3952.897155,2274854779,6542523602,,,,,,
Run_2097,0.077123466,45674.7448,102094.2005,217427.4897,,,,,,
Run_2098,0.065072489,40761.2246,85505.61612,191145.9228,,,,,,
Run_2099,0.077123466,45674.74461,92003.50865,177633.9038,,,,,,
Run_2100,0.077123466,45674.74482,102834.758,220379.222,,,,,,
Run_2101,0.077123466,45674.7448,102094.2005,217427.4897,,,,,,
Run_2102,5229.998334,54681.49464,181.3983015,6027.478294,,,,,,
Run_2103,0.079881456,46884.08603,91545.24321,197440.8059,,,,,,
Run_2104,0.001219366,3252.453699,155206.1087,762553.3587,,,,,,
Run_2105,61730.964,4326.289969,43.81983313,1196.005842,,,,,,
Run_2106,63157.5268,3359.910218,42.0650137,1210.586886,,,,,,
Run_2107,63157.5268,3359.910218,37.6226449,774.9882629,,,,,,
Run_2108,63157.5268,3359.910218,41.2056409,1126.603315,,,,,,
Run_2109,0.001020866,3183.062375,46413.96171,433300.885,,,,,,
Run_2110,64942.3266,3424.993203,48.71121901,1539.533873,,,,,,
Run_2111,6655.348338,53160.21602,154.7959792,4362.373635,,,,,,
Run_2112,63157.5268,3359.910218,41.2056409,1126.603315,,,,,,
Run_2113,0.0015246,3476.320201,84830843.67,239231542.5,,,,,,
Run_2114,0.001632913,3486.492299,208442003.7,538221700.4,,,,,,
Run_2115,0.001525005,3476.451942,84831943.22,239233905.5,,,,,,
Run_2116,0.001523674,3475.949079,84042426.44,237681529.4,,,,,,
Run_2117,0.0015246,3476.320201,84830843.67,239231542.5,,,,,,
Run_2118,466717.0139,4070.89815,836.1873775,92214.02366,,,,,,
Run_2119,0.0015246,3476.320201,84830843.67,239231542.5,,,,,,
Run_2120,0.112473178,59791.53804,9278.007936,3730.569239,,,,,,
Run_2121,10.06883612,59810.93877,836.5118888,3391.59856,,,,,,
Run_2122,7.970909714,59834.71023,775.9504244,3320.403406,,,,,,
Run_2123,7.970909715,59834.71024,792.5035272,3767.901168,,,,,,
Run_2124,7.970909715,59834.71024,787.099951,3621.775059,,,,,,
Run_2125,0.112600537,59819.40515,7737.617545,3906.281835,,,,,,
Run_2126,7.970909715,59834.71024,787.099951,3621.775059,,,,,,
Run_2127,466842.2125,4175.931925,989.2072699,108861.626,,,,,,
Run_2128,7.970909715,59834.71024,787.099951,3621.775059,,,,,,
Run_2129,0.075871615,45200.66267,112550.3243,607353.4485,,,,,,
Run_2130,0.010574759,13723.7667,23607.34773,170607.1114,,,,,,
Run_2131,0.075871615,45200.66265,111750.7155,600887.449,,,,,,
Run_2132,0.075871615,45200.66267,112470.2754,606705.4542,,,,,,
Run_2133,0.075871615,45200.66267,112550.3243,607353.4485,,,,,,
Run_2134,0.082499752,47867.29715,114113.1403,508195.7325,,,,,,
Run_2135,0.075871615,45200.66267,112550.3243,607353.4485,,,,,,
Run_2136,0.00106401,3195.715551,559664.142,2983252.576,,,,,,
Run_2137,0.001102963,3207.124324,605075.3215,2976909.394,,,,,,
Run_2138,0.000686579,3073.079062,8584.432808,196548.4783,,,,,,
Run_2139,0.000686579,3073.07906,8584.296141,196546.8069,,,,,,
Run_2140,0.000686579,3073.079059,8584.230599,196546.0115,,,,,,
Run_2141,0.000650773,3058.893586,7807.290604,196568.6333,,,,,,
Run_2142,0.000686579,3073.079059,8584.230599,196546.0115,,,,,,
Run_2143,0.015456986,16930.44663,29027.45129,166366.1047,,,,,,
Run_2144,0.000686579,3073.079059,8584.230599,196546.0115,,,,,,
Run_2145,0.000700252,3091.306961,45014.63984,1344366.844,,,,,,
Run_2146,0.000692496,3090.712098,8789.553532,427960.999,,,,,,
Run_2147,0.000700285,3091.335053,2467150.504,13426949.04,,,,,,
Run_2148,0.000700325,3091.355471,2802562.233,14595584.06,,,,,,
Run_2149,0.000700252,3091.306961,45014.63984,1344366.844,,,,,,
Run_2150,0.000690585,3090.564291,28202.28975,1344424.652,,,,,,
Run_2151,0.000932801,3183.243105,201537.5718,2634071.112,,,,,,
Run_2152,0.088566319,50362.10686,63909.05083,78956.13044,,,,,,
Run_2153,0.05507218,36430.88901,109809.7509,682309.4036,,,,,,
Run_2154,0.030168913,24971.02842,60120.79255,440707.8582,,,,,,
Run_2155,0.030168912,24971.02832,56093.61787,408168.9911,,,,,,
Run_2156,0.030168913,24971.02848,61340.61732,451407.1269,,,,,,
Run_2157,0.060410743,38780.3292,90863.87209,313610.5841,,,,,,
Run_2158,0.04134451,30316.07267,54726.37616,393542.1299,,,,,,
Run_2159,0.000844397,3176.476449,1150782.226,7252236.948,,,,,,
Run_2160,0.030168913,24971.02848,61340.61732,451407.1269,,,,,,
Run_2161,63.4700803,59646.39275,262.0023159,3044.334953,,,,,,
Run_2162,17.92692449,59827.4074,450.863137,5238.632635,,,,,,
Run_2163,63.4700803,59646.39275,262.4418041,3062.094581,,,,,,
Run_2164,63.4700803,59646.39275,261.497073,3023.918207,,,,,,
Run_2165,63.4700803,59646.39275,262.0023159,3044.334953,,,,,,
Run_2166,0.11144322,59506.88988,35196.89661,4902.6716,,,,,,
Run_2167,63.18183973,59659.16534,282.7424751,2913.2062,,,,,,
Run_2168,1235026.772,4301.53419,547.0797878,17912.02608,,,,,,
Run_2169,0.001881982,3700.56344,11474093.94,61887989.23,,,,,,
Run_2170,0.002037201,3741.731305,1868060624,5703460962,,,,,,
Run_2171,0.002041603,3743.062213,1868061699,5703464167,,,,,,
Run_2172,0.002040228,3742.652387,1868061462,5703463481,,,,,,
Run_2173,840034.7637,3971.247591,296.8685836,8467.953697,,,,,,
Run_2174,0.00287017,4007.576621,4626038122,11591590394,,,,,,
Run_2175,0.11257043,59797.3816,16613.6309,5911.131515,,,,,,
Run_2176,0.002040228,3742.652387,1868061462,5703463481,,,,,,
Run_2177,0.00240034,3903.819204,42075658.98,245381536,,,,,,
Run_2178,0.002553116,3927.114572,1372856468,4733216621,,,,,,
Run_2179,0.002400477,3903.874294,42139072.28,245548215.3,,,,,,
Run_2180,0.002400914,3904.02149,42148904.05,245574719.2,,,,,,
Run_2181,0.00240034,3903.819204,42075658.98,245381536,,,,,,
Run_2182,0.002586642,3906.250934,86856364.05,244336995.8,,,,,,
Run_2183,0.001828795,3700.124322,17606987.07,133037482.8,,,,,,
Run_2184,0.034878071,27310.75015,61132.68812,342562.0898,,,,,,
Run_2185,0.084453344,48717.67845,92149.9056,144843.4658,,,,,,
Run_2186,0.099476122,54522.0653,108142.0302,167794.3793,,,,,,
Run_2187,0.099476122,54522.06526,106412.1088,161168.3607,,,,,,
Run_2188,0.099476122,54522.0653,108209.0394,168051.3915,,,,,,
Run_2189,0.068135439,42053.8716,98256.05593,494811.9532,,,,,,
Run_2190,0.09841403,53972.13017,124562.2457,189013.5108,,,,,,
Run_2191,0.002060201,3724.387884,863918378.8,2312158957,,,,,,
Run_2192,0.099476122,54522.0653,108209.0394,168051.3915,,,,,,
Run_2193,7400.214969,52990.81626,112.1968609,18291.48785,,,,,,
Run_2194,24182.52314,36750.42398,98.88917797,5776.172047,,,,,,
Run_2195,7400.214969,52990.81626,109.5568401,17588.97032,,,,,,
Run_2196,7400.214969,52990.81626,112.0028546,18240.0217,,,,,,
Run_2197,7400.214969,52990.81626,112.1968609,18291.48785,,,,,,
Run_2198,0.000872129,3125.109931,172190.7255,1744085.845,,,,,,
Run_2199,7400.214969,52990.81626,112.1968609,18291.48785,,,,,,
Run_2200,100681.0985,4749.269148,851.6292216,137178.1512,,,,,,
Run_2201,0.000693188,3090.809143,2733988.29,18027396.52,,,,,,
Run_2202,0.000668166,3088.811412,25813.30792,731752.8746,,,,,,
Run_2203,0.000668166,3088.81138,25813.06618,731750.3919,,,,,,
Run_2204,0.000668166,3088.811363,25810.84967,731734.9362,,,,,,
Run_2205,101119.2163,4266.395674,284.8139081,17335.50588,,,,,,
Run_2206,0.000668166,3088.811363,25810.84967,731734.9362,,,,,,
Run_2207,0.000663053,3057.571599,9194.211784,290929.1664,,,,,,
Run_2208,0.000668166,3088.811363,25810.84967,731734.9362,,,,,,
Run_2209,0.000837164,3145.742033,24294171.81,77129740.26,,,,,,
Run_2210,0.000810666,3140.554396,1796177.125,7283872.474,,,,,,
Run_2211,0.00083723,3145.763248,24294251.24,77130036.55,,,,,,
Run_2212,0.00083701,3145.686949,24286937.27,77094138.97,,,,,,
Run_2213,0.000837164,3145.742033,24294171.81,77129740.26,,,,,,
Run_2214,0.000822027,3141.765543,21636881.3,77664571.16,,,,,,
Run_2215,0.000711811,3095.923737,8169651.898,36496842.92,,,,,,
Run_2216,0.112630511,59807.13277,17702.27982,6136.46718,,,,,,
Run_2217,0.112612313,59787.64316,25656.45106,6198.976999,,,,,,
Run_2218,0.111908361,59586.98283,43912.81103,6237.910697,,,,,,
Run_2219,0.111908361,59586.98283,44216.1664,6648.005651,,,,,,
Run_2220,0.111908361,59586.98283,44083.90853,6467.136927,,,,,,
Run_2221,0.112113536,59665.36318,33135.47828,5125.50816,,,,,,
Run_2222,0.111798535,59565.20115,41286.91762,7082.726956,,,,,,
Run_2223,0.00069175,3090.662259,507960.2201,4083167.241,,,,,,
Run_2224,0.111908361,59586.98283,44083.90853,6467.136927,,,,,,
Run_2225,0.111699398,59485.34431,57239.83826,10849.12596,,,,,,
Run_2226,0.112277382,59666.94725,44819.88403,10124.39913,,,,,,
Run_2227,0.111699398,59485.34431,57247.60595,10859.32524,,,,,,
Run_2228,0.111699398,59485.34431,57228.18149,10833.8283,,,,,,
Run_2229,0.111699398,59485.34431,57239.83826,10849.12596,,,,,,
Run_2230,17.79032874,59814.89865,605.0965023,3703.000215,,,,,,
Run_2231,0.111535815,59452.26188,48594.08703,12287.59708,,,,,,
Run_2232,0.000796992,3102.179043,70386.61071,1055017.926,,,,,,
Run_2233,57258.48634,8428.6041,315.5608668,24803.95651,,,,,,
Run_2234,51687.11954,13285.89873,411.9056129,33151.15145,,,,,,
Run_2235,51687.11954,13285.89873,412.6538678,33281.69303,,,,,,
Run_2236,51687.11954,13285.89873,412.2829661,33216.9934,,,,,,
Run_2237,0.001094645,3215.133011,678733.3028,3237597.435,,,,,,
Run_2238,44902.95111,17349.30072,415.4532109,23292.13876,,,,,,
Run_2239,10.69118264,59840.23918,459.8432975,5375.998994,,,,,,
Run_2240,51687.11954,13285.89873,412.2829661,33216.9934,,,,,,
Run_2241,0.000924243,3161.927781,118556.8834,953622.1298,,,,,,
Run_2242,0.001003029,3187.005548,228140.2341,1415824.543,,,,,,
Run_2243,0.000924244,3161.927908,118561.0649,953652.8984,,,,,,
Run_2244,0.000924243,3161.927467,118325.8221,952931.7404,,,,,,
Run_2245,0.000924243,3161.927781,118556.8834,953622.1298,,,,,,
Run_2246,193.3714009,60508.1623,77.17615453,8268.424575,,,,,,
Run_2247,0.000786408,3098.865854,44065.66553,762548.7264,,,,,,
Run_2248,0.002421302,3906.374046,167187854.3,834584605.8,,,,,,
Run_2249,378180.4881,17702.64126,3034.188675,515860.0933,,,,,,
Run_2250,347852.6615,21304.10025,4648.227921,829036.0129,,,,,,
Run_2251,347852.6615,21304.10026,6370.24022,1098187.099,,,,,,
Run_2252,347852.6615,21304.10026,5838.049492,1015389.188,,,,,,
Run_2253,0.001282432,3459.481474,49546831.3,389967816.3,,,,,,
Run_2254,923546.8406,32052.79142,28261.69735,4620607.554,,,,,,
Run_2255,98.94613962,60053.2885,79.31532711,10332.12136,,,,,,
Run_2256,347852.6615,21304.10026,5838.049492,1015389.188,,,,,,
Run_2257,0.112654878,59825.12521,10716.15854,5366.959595,,,,,,
Run_2258,0.112715146,59838.89509,9627.80855,5463.979945,,,,,,
Run_2259,0.112654878,59825.12522,10718.74804,5405.187309,,,,,,
Run_2260,0.112654878,59825.12521,10725.38685,5503.789539,,,,,,
Run_2261,0.112654878,59825.12521,10716.15854,5366.959595,,,,,,
Run_2262,0.112372384,59717.44949,33012.56208,8551.263722,,,,,,
Run_2263,0.112610065,59816.36934,10656.78434,5818.178135,,,,,,
Run_2264,0.103733418,56121.46474,110252.6707,162590.5072,,,,,,
Run_2265,0.073913932,44306.49011,131631.8742,612644.7939,,,,,,
Run_2266,0.077910052,45909.57823,138557.9362,638888.1224,,,,,,
Run_2267,0.077910052,45909.5782,137638.8518,633023.8762,,,,,,
Run_2268,0.077910052,45909.57823,138657.6848,639525.1755,,,,,,
Run_2269,0.104512952,56251.06828,129623.7759,190654.3053,,,,,,
Run_2270,0.080765357,47169.0112,115796.181,573190.8666,,,,,,
Run_2271,0.112425365,59736.17678,29459.49801,9306.556216,,,,,,
Run_2272,0.077910052,45909.57823,138657.6848,639525.1755,,,,,,
Run_2273,834757.4748,5981.442654,3294.748065,192630.6233,,,,,,
Run_2274,835143.2686,6081.105489,3469.164018,204133.7631,,,,,,
Run_2275,834757.4747,5981.442653,3303.790478,194068.147,,,,,,
Run_2276,834757.4746,5981.442652,3271.708881,188961.0631,,,,,,
Run_2277,834757.4748,5981.442654,3294.748065,192630.6233,,,,,,
Run_2278,0.001872041,3709.300847,438490780,2282756049,,,,,,
Run_2279,834757.4748,5981.442654,3294.748065,192630.6233,,,,,,
Run_2280,129249.5931,3831.118559,561.700143,32760.70182,,,,,,
Run_2281,0.00078667,3138.765283,4431859.864,23047273.93,,,,,,
Run_2282,0.000793577,3139.360186,7870975.429,37585551.73,,,,,,
Run_2283,0.000793592,3139.364959,7870979.159,37585566.55,,,,,,
Run_2284,0.000793585,3139.362549,7870977.65,37585560.34,,,,,,
Run_2285,129228.7171,3928.99356,596.5764016,34920.16995,,,,,,
Run_2286,0.000793585,3139.362549,7870977.65,37585560.34,,,,,,
Run_2287,0.001901316,3719.135432,903007751.8,4416566936,,,,,,
Run_2288,0.000793585,3139.362549,7870977.65,37585560.34,,,,,,
Run_2289,0.037672459,28586.84596,47275.94111,197558.0392,,,,,,
Run_2290,0.057899917,37746.18369,65409.38034,262326.9097,,,,,,
Run_2291,0.037672459,28586.84588,43131.13629,157857.3427,,,,,,
Run_2292,0.037672459,28586.84594,46642.02393,191290.9677,,,,,,
Run_2293,0.037672459,28586.84596,47275.94111,197558.0392,,,,,,
Run_2294,0.051961399,35153.71818,57764.22731,165856.3226,,,,,,
Run_2295,0.027393062,23606.14626,46765.77082,221540.5107,,,,,,
Run_2296,0.110608119,59186.64917,59122.9747,6188.60111,,,,,,
Run_2297,0.110858383,59315.8596,35899.39404,734.7737714,,,,,,
Run_2298,0.111577039,59529.34171,36647.06243,5503.305351,,,,,,
