,Surface Water (Total number),Flowing Water (Total number),Stagnant Water (Total number),Sediment (Total number),,,,,,
Run_3472,61209.44999,5900.728116,54.21227397,1797.299412,,,,,,
Run_3473,0.057816846,37609.1143,113985.4764,687668.3702,,,,,,
Run_3474,0.069320498,42409.22337,136978.8397,789143.0533,,,,,,
Run_3475,0.057816846,37609.1143,113985.4764,687668.3702,,,,,,
Run_3476,0.057816846,37609.11431,114284.7442,689814.9052,,,,,,
Run_3477,0.057816846,37609.1143,113985.4764,687668.3702,,,,,,
Run_3478,0.083160855,48032.18883,126488.1346,399947.257,,,,,,
Run_3479,0.068621333,42263.70191,82316.35607,539180.7123,,,,,,
Run_3480,0.002566096,3945.806368,2009494663,7712611679,,,,,,
Run_3481,0.001305149,3463.759221,239316221.2,1229357228,,,,,,
Run_3482,0.001328645,3475.392757,782779834.6,3991888558,,,,,,
Run_3483,0.001327726,3475.114806,782779618.2,3991887453,,,,,,
Run_3484,0.001328645,3475.392757,782779834.6,3991888558,,,,,,
Run_3485,0.001313359,3471.536492,609166748.3,4012623093,,,,,,
Run_3486,0.002947751,4093.670707,8784185147,26710210325,,,,,,
Run_3487,0.095708694,53145.43542,96495.58889,314582.872,,,,,,
Run_3488,0.001328645,3475.392757,782779834.6,3991888558,,,,,,
Run_3489,0.001253938,3262.328592,1020355.51,3790492.535,,,,,,
Run_3490,0.001209661,3249.455081,663209.1983,2648965.551,,,,,,
Run_3491,0.001253939,3262.329324,1020362.834,3790535.154,,,,,,
Run_3492,0.001253921,3262.322301,1005054.49,3741006.68,,,,,,
Run_3493,0.001253938,3262.328592,1020355.51,3790492.535,,,,,,
Run_3494,0.00119417,3244.856648,932913.3917,3804017.8,,,,,,
Run_3495,0.000938,3144.482924,326068.1291,2491901.063,,,,,,
Run_3496,0.112456329,59750.09954,26766.90355,8373.795022,,,,,,
Run_3497,0.112480989,59738.8576,34863.33859,7815.6416,,,,,,
Run_3498,0.112324561,59692.42731,39295.31894,6978.299169,,,,,,
Run_3499,0.112324561,59692.42732,39852.61384,8360.612942,,,,,,
Run_3500,0.112324561,59692.42731,39735.26946,8051.959856,,,,,,
Run_3501,0.112432658,59733.67519,32930.68816,6799.707982,,,,,,
Run_3502,0.112194827,59666.57169,35855.60308,9645.37194,,,,,,
Run_3503,0.000890735,3130.646609,195330.3868,1839563.27,,,,,,
Run_3504,0.112324561,59692.42731,39735.26946,8051.959856,,,,,,
Run_3505,11.64223702,59797.74897,577.3030996,4177.40574,,,,,,
Run_3506,18.24297159,59741.40421,600.0083028,3465.063409,,,,,,
Run_3507,11.64223702,59797.74897,571.7036525,3980.425317,,,,,,
Run_3508,11.64223702,59797.74897,577.6814723,4190.715862,,,,,,
Run_3509,11.64223702,59797.74897,577.3030996,4177.40574,,,,,,
Run_3510,0.11241655,59781.58508,8752.581884,4495.967179,,,,,,
Run_3511,11.64223702,59797.74897,577.3030996,4177.40574,,,,,,
Run_3512,128805.9702,3797.206399,326.7825641,39004.45194,,,,,,
Run_3513,0.00110827,3278.054486,5536438.736,11418851.52,,,,,,
Run_3514,0.000916177,3182.725689,1460802.238,3776253.335,,,,,,
Run_3515,0.000916168,3182.72274,1460779.962,3776217.376,,,,,,
Run_3516,0.00091617,3182.723527,1460795.997,3776242.683,,,,,,
Run_3517,128982.7593,3573.199935,273.3484324,24676.16718,,,,,,
Run_3518,0.00091617,3182.723527,1460795.997,3776242.683,,,,,,
Run_3519,0.112118977,59715.96047,12198.45514,3737.515263,,,,,,
Run_3520,0.00091617,3182.723527,1460795.997,3776242.683,,,,,,
Run_3521,0.001051978,3250.667269,288110.0294,1523515.571,,,,,,
Run_3522,0.001415716,3418.844723,1506014.783,5050211.773,,,,,,
Run_3523,0.001052059,3250.716882,2723706.157,5867466.498,,,,,,
Run_3524,0.001052006,3250.690989,2281154.733,5268351.295,,,,,,
Run_3525,0.001051978,3250.667269,288110.0294,1523515.571,,,,,,
Run_3526,0.000816533,3140.974585,130305.0784,1534174.855,,,,,,
Run_3527,0.00121237,3297.996285,502002.2299,1988993.125,,,,,,
Run_3528,0.002321838,3725.145582,5979655.994,32424010.4,,,,,,
Run_3529,0.002585762,3909.811765,242919954.2,677003832.9,,,,,,
Run_3530,0.002636373,3919.738202,1563232188,4026456569,,,,,,
Run_3531,0.002683708,3945.314248,2196034735,5319012819,,,,,,
Run_3532,0.002702667,3951.605844,2196183920,5319457098,,,,,,
Run_3533,0.004152078,4059.848286,3213502976,4948765842,,,,,,
Run_3534,0.001962808,3719.490542,888264359.7,2663342574,,,,,,
Run_3535,0.000950382,3184.885969,17030465.01,40032920.35,,,,,,
Run_3536,0.002702667,3951.605844,2196183920,5319457098,,,,,,
Run_3537,0.112270594,59689.01425,34164.55468,9837.468992,,,,,,
Run_3538,0.110144242,59025.19603,54809.47562,8796.241366,,,,,,
Run_3539,0.112270594,59689.01425,33556.26145,7950.813636,,,,,,
Run_3540,0.112270594,59689.01426,34177.63333,9881.688227,,,,,,
Run_3541,0.112270594,59689.01425,34164.55468,9837.468992,,,,,,
Run_3542,0.11216983,59650.61535,38543.78363,11317.02221,,,,,,
Run_3543,0.11231753,59698.38427,35529.4987,9194.767948,,,,,,
Run_3544,0.070222991,42799.9487,128744.0505,644097.6816,,,,,,
Run_3545,0.066473002,41339.18098,99613.9043,624978.3803,,,,,,
Run_3546,0.016936663,17817.03551,33426.21981,276836.4187,,,,,,
Run_3547,0.016936662,17817.03546,32114.28073,261146.458,,,,,,
Run_3548,0.016936662,17817.03548,32858.41911,269685.6679,,,,,,
Run_3549,0.022960568,21247.30681,38927.54657,257260.8402,,,,,,
Run_3550,0.014483878,16323.2348,33168.74454,276039.2948,,,,,,
Run_3551,0.109797125,58879.92081,60054.38846,9052.413468,,,,,,
Run_3552,0.016936662,17817.03548,32858.41911,269685.6679,,,,,,
Run_3553,0.001281505,3460.124739,82406891.12,667528568.5,,,,,,
Run_3554,0.001271872,3458.831876,18522522.64,197660704.7,,,,,,
Run_3555,0.001281505,3460.124739,82406891.12,667528568.5,,,,,,
Run_3556,0.001281813,3460.223977,82407316.95,667531202.6,,,,,,
Run_3557,0.001281505,3460.124739,82406891.12,667528568.5,,,,,,
Run_3558,0.001293267,3460.734817,108036149.1,665567734.4,,,,,,
Run_3559,0.002469728,3920.920816,900583764.6,3999148755,,,,,,
Run_3560,0.000811385,3106.648178,98947.80408,1318360.605,,,,,,
Run_3561,0.00114753,3231.117481,389279.3361,1791212.764,,,,,,
Run_3562,0.00105259,3202.414996,173126.4172,1052705.069,,,,,,
Run_3563,0.001052589,3202.414866,173122.4578,1052681.04,,,,,,
Run_3564,0.00105259,3202.414996,173126.4172,1052705.069,,,,,,
Run_3565,0.000868767,3143.639194,119282.6223,1055575.505,,,,,,
Run_3566,0.000848628,3118.07764,61600.62288,831720.6982,,,,,,
Run_3567,0.002494316,3909.61863,278816827.2,1074722834,,,,,,
Run_3568,0.00105259,3202.414996,173126.4172,1052705.069,,,,,,
Run_3569,0.000807665,3116.018238,14359.57341,251355.0456,,,,,,
Run_3570,0.001150975,3220.997839,637745.1806,2818158.147,,,,,,
Run_3571,0.000807665,3116.018238,14359.57341,251355.0456,,,,,,
Run_3572,0.000807665,3116.018233,14359.13298,251351.5105,,,,,,
Run_3573,0.000807665,3116.018238,14359.57341,251355.0456,,,,,,
Run_3574,59911.09447,4961.013799,170.654768,8254.565198,,,,,,
Run_3575,0.00074538,3085.702489,9877.325529,238546.6765,,,,,,
Run_3576,0.110507331,59184.8689,51648.08926,5459.043462,,,,,,
Run_3577,34.68084899,59656.96768,1216.400519,2073.971089,,,,,,
Run_3578,5.879392962,59868.96736,712.2210729,4125.952216,,,,,,
Run_3579,5.879392962,59868.96736,714.8961767,4201.174993,,,,,,
Run_3580,5.879392962,59868.96736,712.2210729,4125.952216,,,,,,
Run_3581,0.112614348,59793.97069,22889.52771,5879.251525,,,,,,
Run_3582,5.877086753,59855.25804,595.7463956,4872.34052,,,,,,
Run_3583,34417.45403,27080.03335,275.2442607,29772.45574,,,,,,
Run_3584,5.879392962,59868.96736,712.2210729,4125.952216,,,,,,
Run_3585,0.001779625,3699.417731,591335.6729,10801594.47,,,,,,
Run_3586,0.00196264,3740.716367,3214373958,12981681818,,,,,,
Run_3587,0.001779629,3699.420167,649892.9681,11192141.71,,,,,,
Run_3588,0.001779627,3699.419121,635458.5095,11106346.06,,,,,,
Run_3589,0.001779625,3699.417731,591335.6729,10801594.47,,,,,,
Run_3590,0.001796234,3699.566436,692357.4776,10801200.92,,,,,,
Run_3591,0.002301151,3902.295463,1339090.1,18252165.75,,,,,,
Run_3592,0.000745872,3135.487686,31152.59347,613734.7067,,,,,,
Run_3593,0.000826873,3175.060235,64200.80262,788537.8047,,,,,,
Run_3594,0.000943256,3184.727316,48744985.26,141969881.4,,,,,,
Run_3595,0.000943425,3184.79794,48882384.49,142574555.9,,,,,,
Run_3596,0.00094358,3184.856812,48902529.17,142674398.1,,,,,,
Run_3597,0.000935172,3184.175357,46072534.55,143127597.4,,,,,,
Run_3598,0.000824237,3141.961126,24798050.03,87835045.63,,,,,,
Run_3599,0.002841735,4062.378766,8893891682,28243565579,,,,,,
Run_3600,0.00094358,3184.856812,48902529.17,142674398.1,,,,,,
Run_3601,39503.23114,22138.50606,157.0905004,11144.15996,,,,,,
Run_3602,40580.49469,21103.20784,152.2295799,10790.60468,,,,,,
Run_3603,39503.23114,22138.50606,158.2607858,11521.41561,,,,,,
Run_3604,39503.23114,22138.50606,199.7529653,22974.82186,,,,,,
Run_3605,39503.23114,22138.50606,157.0905004,11144.15996,,,,,,
Run_3606,52261.72361,10633.54207,374.6993103,5551.007549,,,,,,
Run_3607,39503.23114,22138.50606,157.0905004,11144.15996,,,,,,
Run_3608,774.722512,59077.28012,266.0184636,3566.562635,,,,,,
Run_3609,1816.915188,58035.11585,315.739322,7081.336775,,,,,,
Run_3610,1931.0257,57913.94037,305.4832744,6840.744213,,,,,,
Run_3611,1931.0257,57913.94037,263.0274446,3540.366688,,,,,,
Run_3612,1931.0257,57913.94037,305.6979254,6857.335173,,,,,,
Run_3613,824.0292173,59020.69836,300.6127056,6900.110101,,,,,,
Run_3614,1931.0257,57913.94037,305.6979254,6857.335173,,,,,,
Run_3615,52904.6044,10033.24121,452.0824215,12746.28437,,,,,,
Run_3616,1931.0257,57913.94037,305.6979254,6857.335173,,,,,,
Run_3617,0.000986452,3198.465341,31765404.67,75506617.41,,,,,,
Run_3618,0.000921828,3182.436144,1915196.077,6132975.916,,,,,,
Run_3619,0.000986508,3198.482593,31765415.54,75506642.18,,,,,,
Run_3620,0.000986385,3198.444472,31765373.96,75506543.74,,,,,,
Run_3621,0.000986452,3198.465341,31765404.67,75506617.41,,,,,,
Run_3622,0.001217918,3300.38849,36227964.07,72433804.76,,,,,,
Run_3623,0.000986452,3198.465341,31765404.67,75506617.41,,,,,,
Run_3624,0.001495474,3519.5258,850859.7779,2721700.582,,,,,,
Run_3625,0.002729138,5308.895298,581284.2467,2061678.96,,,,,,
Run_3626,0.001316731,3280.689442,178261.8054,717683.7092,,,,,,
Run_3627,0.001316732,3280.689601,178266.762,717697.9744,,,,,,
Run_3628,0.001316732,3280.68957,178265.8196,717695.2558,,,,,,
Run_3629,0.001200317,3246.862711,138588.3512,718994.3636,,,,,,
Run_3630,0.001316732,3280.68957,178265.8196,717695.2558,,,,,,
Run_3631,0.000945923,3184.286142,2468889.465,6120680.205,,,,,,
Run_3632,0.001316732,3280.68957,178265.8196,717695.2558,,,,,,
Run_3633,0.111241759,59343.37736,61950.68747,10247.02302,,,,,,
Run_3634,0.112233492,59656.42446,45080.17654,9596.788883,,,,,,
Run_3635,0.111241759,59343.37735,61697.47483,10009.22654,,,,,,
Run_3636,0.111241759,59343.37736,62076.79499,10366.30397,,,,,,
Run_3637,0.111241759,59343.37736,61950.68747,10247.02302,,,,,,
Run_3638,0.111389278,59399.79941,58831.16727,9261.82701,,,,,,
Run_3639,0.111124717,59319.68316,55592.03238,10899.61822,,,,,,
Run_3640,0.111241759,59343.37736,61950.68747,10247.02302,,,,,,
Run_3641,0.1112731,59376.40242,53261.41787,9959.37654,,,,,,
Run_3642,0.112222293,59666.69784,38972.45219,9892.752281,,,,,,
Run_3643,0.112222293,59666.69784,38834.42871,9515.928279,,,,,,
Run_3644,0.112222293,59666.69784,38946.59438,9821.391419,,,,,,
Run_3645,0.112153286,59640.38115,41962.67704,10769.75722,,,,,,
Run_3646,0.112302076,59682.59929,41521.8406,8757.814143,,,,,,
Run_3647,0.112222293,59666.69784,38946.59438,9821.391419,,,,,,
Run_3648,0.112222293,59666.69784,38946.59438,9821.391419,,,,,,
Run_3649,0.00092879,3154.931538,131115.288,1109525.15,,,,,,
Run_3650,0.000746264,3095.018141,20192.49923,385928.7474,,,,,,
Run_3651,0.00092879,3154.93173,131125.3192,1109587.357,,,,,,
Run_3652,0.000928789,3154.931032,129242,1103625.516,,,,,,
Run_3653,0.00092879,3154.931538,131115.288,1109525.15,,,,,,
Run_3654,0.00086916,3136.12767,113460.213,1110671.018,,,,,,
Run_3655,0.000826922,3111.450374,68983.63116,959323.6931,,,,,,
Run_3656,0.00092879,3154.931538,131115.288,1109525.15,,,,,,
Run_3657,0.000789205,3099.740566,60418.39136,959894.6845,,,,,,
Run_3658,0.000667668,3059.253842,11184.41552,357789.4113,,,,,,
Run_3659,0.000667668,3059.253877,11319.72198,358990.3379,,,,,,
Run_3660,0.000667668,3059.253866,11318.25718,358972.4231,,,,,,
Run_3661,0.000703713,3071.844907,12906.36295,358898.6786,,,,,,
Run_3662,0.000697012,3077.122281,17244.0232,386016.5335,,,,,,
Run_3663,0.000667668,3059.253866,11318.25718,358972.4231,,,,,,
Run_3664,0.000667668,3059.253866,11318.25718,358972.4231,,,,,,
Run_3665,0.112801253,59861.90245,5914.387979,4509.311876,,,,,,
Run_3666,0.112664477,59832.08071,7712.148763,4285.555602,,,,,,
Run_3667,0.112801253,59861.90245,5912.344542,4469.557632,,,,,,
Run_3668,0.112801253,59861.90245,5914.094034,4503.5876,,,,,,
Run_3669,0.112801253,59861.90245,5914.387979,4509.311876,,,,,,
Run_3670,0.1126909,59819.82096,17607.10277,5456.119236,,,,,,
Run_3671,0.112732443,59848.50301,5886.070801,5288.930152,,,,,,
Run_3672,0.001868264,3521.806326,1122541950,2938712488,,,,,,
Run_3673,0.002067413,3765.664115,3007200795,9974776922,,,,,,
Run_3674,0.001957744,3719.946119,895925322.3,2889072256,,,,,,
Run_3675,0.00195666,3719.620832,895925106.7,2889071634,,,,,,
Run_3676,0.001956294,3719.509419,895925005.9,2889071369,,,,,,
Run_3677,0.002620116,3770.414562,1326962433,2732021460,,,,,,
Run_3678,0.001305701,3462.9588,202738975.6,949722271.4,,,,,,
Run_3679,0.112424849,59756.54839,22095.14228,6088.879689,,,,,,
Run_3680,0.001956294,3719.509419,895925005.9,2889071369,,,,,,
Run_3681,153347.5377,3504.730416,94.33471745,2898.873778,,,,,,
Run_3682,153235.5834,3606.224816,90.03869641,2762.802212,,,,,,
Run_3683,153347.5377,3504.730416,94.87188189,2958.709616,,,,,,
Run_3684,153347.5377,3504.730416,96.18835174,3105.178163,,,,,,
Run_3685,153347.5377,3504.730416,94.33471745,2898.873778,,,,,,
Run_3686,150003.8631,5275.007481,451.0096933,72336.85774,,,,,,
Run_3687,153347.5377,3504.730416,94.33471745,2898.873778,,,,,,
Run_3688,19.62939146,59814.2195,427.6307184,4762.462371,,,,,,
Run_3689,2.524739669,59830.73032,699.5649785,4992.414324,,,,,,
Run_3690,2.00693318,59851.6764,672.901181,5283.162828,,,,,,
Run_3691,2.00693318,59851.6764,669.1878572,5135.99894,,,,,,
Run_3692,2.00693318,59851.6764,673.6803685,5314.044936,,,,,,
Run_3693,15.43962667,59838.712,461.2959262,5304.878339,,,,,,
Run_3694,2.00693318,59851.6764,673.6803685,5314.044936,,,,,,
Run_3695,149824.7587,5503.762341,544.8224341,95753.90814,,,,,,
Run_3696,2.00693318,59851.6764,673.6803685,5314.044936,,,,,,
Run_3697,0.050845463,34712.2459,67048.11111,252449.9524,,,,,,
Run_3698,0.071136615,43318.76921,91463.98547,320987.5125,,,,,,
Run_3699,0.050845463,34712.2459,67052.61009,252481.3825,,,,,,
Run_3700,0.050845463,34712.24589,66851.17389,251077.5911,,,,,,
Run_3701,0.050845463,34712.2459,67048.11111,252449.9524,,,,,,
Run_3702,0.035058977,27424.14897,53595.27395,302694.6675,,,,,,
Run_3703,0.057902613,37751.23347,64253.46295,223495.7947,,,,,,
Run_3704,0.000784935,3138.545123,311412.7087,2252549.68,,,,,,
Run_3705,0.000679453,3089.699835,88693.75926,1411248.759,,,,,,
Run_3706,0.000689452,3090.486839,594417.5959,4972045.892,,,,,,
Run_3707,0.000689452,3090.487217,594417.9202,4972047.814,,,,,,
Run_3708,0.000689453,3090.486864,594417.6275,4972046.07,,,,,,
Run_3709,0.00069532,3090.942225,722912.1013,4966786.497,,,,,,
Run_3710,0.00079076,3139.026663,1734228.355,9056879.691,,,,,,
Run_3711,0.063534209,40146.02356,72905.36385,361612.8545,,,,,,
Run_3712,0.000689453,3090.486864,594417.6275,4972046.07,,,,,,
Run_3713,168.6081443,59985.15476,81.34822917,6022.261446,,,,,,
Run_3714,332.7458318,59825.27613,97.74409595,3000.213138,,,,,,
Run_3715,168.6081443,59985.15476,81.61910734,6095.760755,,,,,,
Run_3716,168.6081443,59985.15476,81.59601771,6089.497555,,,,,,
Run_3717,168.6081443,59985.15476,81.34822917,6022.261446,,,,,,
Run_3718,0.000806097,3105.037289,30691.89621,549776.6164,,,,,,
Run_3719,216.0445301,60239.63931,81.20563089,6185.138801,,,,,,
Run_3720,0.660798196,59770.32826,2461.208442,4756.873914,,,,,,
Run_3721,0.048019201,33443.15618,67815.13178,323704.3338,,,,,,
Run_3722,0.024056586,21847.86364,39033.38282,206123.5191,,,,,,
Run_3723,0.024056586,21847.86364,39038.4245,206175.457,,,,,,
Run_3724,0.024056586,21847.86364,39059.78853,206396.1625,,,,,,
Run_3725,1.268423763,59762.82998,2775.138537,2854.089447,,,,,,
Run_3726,0.030253684,24941.51833,41049.0863,194393.1482,,,,,,
Run_3727,0.000745452,3094.697179,13146.3696,265628.6929,,,,,,
Run_3728,0.024056586,21847.86364,39059.78853,206396.1625,,,,,,
Run_3729,0.112231808,59681.43257,34073.49054,9430.972464,,,,,,
Run_3730,0.112026917,59622.48764,38144.06832,9461.471788,,,,,,
Run_3731,0.112231808,59681.43257,34056.57065,9377.257152,,,,,,
Run_3732,0.112231808,59681.43257,34060.43887,9389.520053,,,,,,
Run_3733,0.112231808,59681.43257,34073.49054,9430.972464,,,,,,
Run_3734,8.276204635,59832.39364,451.6984901,5219.881094,,,,,,
Run_3735,0.112361804,59707.27799,37402.7164,7836.046524,,,,,,
Run_3736,0.000915199,3182.269727,19252117.56,62492993.56,,,,,,
Run_3737,102874.5687,3826.933407,332.5255265,30746.31196,,,,,,
Run_3738,102937.1716,3703.97379,291.4749826,27228.95937,,,,,,
Run_3739,102937.1716,3703.97379,291.186354,27168.30179,,,,,,
Run_3740,102937.1716,3703.97379,289.0594826,26720.42491,,,,,,
Run_3741,0.000693586,3090.824908,1661076.278,11056774.43,,,,,,
Run_3742,151433.2924,4065.73006,492.3396612,60908.36188,,,,,,
Run_3743,10.2837726,59837.62045,715.4611443,3816.219059,,,,,,
Run_3744,102937.1716,3703.97379,289.0594826,26720.42491,,,,,,
Run_3745,0.002607733,3977.707123,6208595703,24592285636,,,,,,
Run_3746,0.002543574,3941.95741,3285287552,13028353678,,,,,,
Run_3747,0.002635723,3993.519742,6499944924,25861094754,,,,,,
Run_3748,0.002629678,3990.337488,6462494779,25682122475,,,,,,
Run_3749,0.002607733,3977.707123,6208595703,24592285636,,,,,,
Run_3750,0.003048844,4032.332028,9219063541,23454883097,,,,,,
Run_3751,0.00192045,3729.774024,2481840923,11871613814,,,,,,
Run_3752,0.00112924,3225.538057,902544.9733,4086763.883,,,,,,
Run_3753,0.001858146,4371.450131,621595.3633,2733566.874,,,,,,
Run_3754,0.001493533,3762.933828,518533.1405,2251617.19,,,,,,
Run_3755,0.001493534,3762.933979,519155.7843,2253556.388,,,,,,
Run_3756,0.001493535,3762.934461,520288.8071,2257336.034,,,,,,
Run_3757,0.00098965,3173.516754,418528.1158,2618223.432,,,,,,
Run_3758,0.001687362,3799.068826,790509.9384,2598206.097,,,,,,
Run_3759,0.002079822,3740.186672,2233404097,6588595343,,,,,,
Run_3760,0.001493535,3762.934461,520288.8071,2257336.034,,,,,,
Run_3761,0.083055026,48125.66029,101404.4533,287730.5904,,,,,,
Run_3762,0.073770949,44405.73039,90353.23094,262440.7385,,,,,,
Run_3763,0.083055026,48125.66029,101419.6147,287813.1945,,,,,,
Run_3764,0.083055026,48125.66029,101422.1384,287826.9446,,,,,,
Run_3765,0.083055026,48125.66029,101404.4533,287730.5904,,,,,,
Run_3766,0.051190306,34817.73467,81698.76769,547844.5736,,,,,,
Run_3767,0.080471065,46986.21462,116299.0923,318994.773,,,,,,
Run_3768,0.00192451,3708.214778,358956323.9,1254447383,,,,,,
Run_3769,0.002472833,3915.928972,580953160.9,2484277823,,,,,,
Run_3770,0.002403313,3905.965509,135304650.9,730202780.1,,,,,,
Run_3771,0.002403311,3905.96484,135304650.2,730202778.2,,,,,,
Run_3772,0.002403326,3905.969299,135304653,730202789.4,,,,,,
Run_3773,0.002551833,3909.298849,229226192.4,726280248.9,,,,,,
Run_3774,0.001830212,3701.007222,56161496.4,383539466.8,,,,,,
Run_3775,0.034813724,27253.44586,69005.18659,478760.6495,,,,,,
Run_3776,0.002403326,3905.969299,135304653,730202789.4,,,,,,
Run_3777,0.001300725,3459.599699,42009327.14,185807197,,,,,,
Run_3778,0.00152278,3491.086791,897426123.7,3282471637,,,,,,
Run_3779,0.00129941,3458.896155,18914238.44,111988031.8,,,,,,
Run_3780,0.001300527,3459.534306,42008628.03,185805058.6,,,,,,
Run_3781,0.001300725,3459.599699,42009327.14,185807197,,,,,,
Run_3782,0.001271731,3458.826367,17307719.48,186571809.1,,,,,,
Run_3783,0.001300725,3459.599699,42009327.14,185807197,,,,,,
Run_3784,0.000964997,3152.420345,101156.3397,812484.4752,,,,,,
Run_3785,0.000756731,3089.408632,15253.49517,547153.4296,,,,,,
Run_3786,0.000874985,3125.944407,267316.4918,2528009.874,,,,,,
Run_3787,0.000874979,3125.941429,212840.5234,2258099.676,,,,,,
Run_3788,0.000874977,3125.939833,89252.66778,1528861.642,,,,,,
Run_3789,0.002915913,6207.131207,119592.9872,1295471.277,,,,,,
Run_3790,0.000874977,3125.939833,89252.66778,1528861.642,,,,,,
Run_3791,0.00128775,3458.836168,33040804.17,483464650.2,,,,,,
